,Unnamed: 0,type,rcvTime,noise,sendTime,sender,messageID,RSSI,pos_0,pos_1,pos_2,spd_0,spd_1,spd_2,spd_noise_0,spd_noise_1,spd_noise_2,pos_noise_0,pos_noise_1,pos_noise_2,type_attack
2743,91,3,10836.685945778183,,10836.685827966732,103.0,6133.0,1.3802679405553633e-08,3598.477390290671,6010.310572348996,1.895,-3.452674144773173,-29.960209554942423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2745,93,3,10836.791077957725,,10836.79096907964,85.0,6214.0,3.761390918218273e-07,3597.8247366902933,5857.809147594233,1.895,-0.017220449541309,-29.52661329326692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2747,95,3,10836.852420442807,,10836.852302207657,115.0,6255.0,8.826116568578897e-09,3606.148822369809,6076.878601372343,1.895,-3.456955953311609,-29.997364489232492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2749,97,3,10836.932169445392,,10836.93205672712,97.0,6296.0,1.7408275889593254e-08,3598.332890350324,5896.541896055491,1.895,-1.20253611749847,-30.64806138132598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2752,100,3,10837.103264722266,,10837.103147178235,73.0,6378.0,3.153304506637613e-08,3587.72170445671,5768.80707573403,1.895,-0.029270825500671,30.16921468311117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2758,106,3,10837.639922536082,,10837.639813380689,67.0,6448.0,2.859014061969134e-07,3587.669911152771,5822.190035694192,1.895,-0.02910031079101,29.993466483516148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2759,107,3,10837.685937588009,,10837.685827966732,103.0,6527.0,1.5347268752899798e-08,3596.3514522605915,5980.184158030897,1.895,-1.995968828608508,-30.067928084758467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2761,109,3,10837.791082826503,,10837.79096907964,85.0,6605.0,7.624203184938325e-08,3597.807523239304,5828.294534190897,1.895,-0.017228609105083,-29.54060388993724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2763,111,3,10837.852412307157,,10837.852302207657,115.0,6659.0,1.250188338212115e-08,3602.6822659303043,6046.797929693902,1.895,-3.46257675092733,-30.046138357678554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2765,113,3,10837.932174309672,,10837.93205672712,97.0,6701.0,2.33513011346746e-08,3594.529485530473,5866.00322736568,1.895,-0.018351081942523002,-31.497338265250423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2767,115,3,10838.00522131322,,10838.00511344266,109.0,6743.0,3.9996202172713095e-09,3597.9470133111427,6004.220212219313,1.895,-2.313958535618777,-30.03002710389362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2769,117,3,10838.103261340188,,10838.103147178235,73.0,6785.0,1.110389187945488e-07,3587.692547716604,5798.858703478627,1.895,-0.029157589350063,30.05250305372736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2771,119,3,10838.282178933903,,10838.282061851536,121.0,6827.0,2.2224515091991368e-09,3643.374388310316,5195.360067480184,1.895,-5.45293357630263,34.95653901521361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2776,124,3,10838.639921706908,,10838.639813380689,67.0,6853.0,3.588127475616306e-08,3587.640886548366,5852.105472188299,1.895,-0.029024641271974003,29.9154744923194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2777,125,3,10838.685936360382,,10838.685827966732,103.0,6928.0,6.800504067484053e-09,3594.352222982007,5950.067113459934,1.895,-1.9946160798842612,-30.047549835010567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2779,127,3,10838.791081657731,,10838.79096907964,85.0,7014.0,9.963529829081618e-08,3597.7902980178806,5798.759738908509,1.895,-0.017275985322173,-29.62183633152732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2782,130,3,10838.932173136747,,10838.93205672712,97.0,7100.0,1.427404574707983e-08,3594.510824002581,5833.9730474302905,1.895,-0.018725416013665,-32.13983591152603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2784,132,3,10839.0052201403,,10839.00511344266,109.0,7141.0,2.0370042855747308e-08,3595.947955102138,5974.1057446965315,1.895,-2.002132119350001,-30.160773914915634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2786,134,3,10839.1032601897,,10839.103147178235,73.0,7178.0,2.966152963044517e-08,3587.6634220616083,5828.878292039279,1.895,-0.029079062325801004,29.9715658538756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2792,140,3,10839.639920557936,,10839.639813380689,67.0,7248.0,3.4244604127258703e-09,3587.6118715142184,5882.011044691305,1.895,-0.029051527707970003,29.94318613508139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2793,141,3,10839.685934811198,,10839.685827966732,103.0,7331.0,4.28256708422532e-09,3592.6376852428793,5919.896109006959,1.895,-1.179755013966257,-30.19781756742913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2795,143,3,10839.79108016691,,10839.79096907964,85.0,7421.0,3.891516386671208e-08,3597.7730779486683,5769.233777734794,1.895,-0.017253382553958002,-29.583081064718616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2797,145,3,10839.852409639652,,10839.852302207657,115.0,7462.0,2.2793061850137013e-08,3596.775988124578,5986.579505315277,1.895,-2.003489557890514,-30.18122281359145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2799,147,3,10839.932171641822,,10839.93205672712,97.0,7503.0,4.666499992676852e-08,3594.4921087219104,5801.850607568852,1.895,-0.018719570761481,-32.12980326680794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2801,149,3,10840.005231645462,,10840.00511344266,109.0,7544.0,1.6660537629007802e-08,3593.9466798766784,5943.957879311832,1.895,-1.997921086828688,-30.097337541923274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2808,156,3,10840.639932037288,,10840.639813380689,67.0,7647.0,9.065052770552492e-09,3588.799599482883,5911.880491407608,1.895,1.273781911958524,29.91771018590773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2809,157,3,10840.685946037569,,10840.685827966732,103.0,7726.0,3.404989004975748e-09,3591.4579345068905,5889.698400941567,1.895,-1.180551752025368,-30.218211420616214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2811,159,3,10840.791078452155,,10840.79096907964,85.0,7812.0,1.597195306491283e-07,3598.063496540408,5739.736249199431,1.895,1.265781136347556,-29.502215460373126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2813,161,3,10840.852420920495,,10840.852302207657,115.0,7857.0,7.295693138144991e-09,3594.7716953615995,5956.386182757196,1.895,-2.005249015245204,-30.207727855372966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2815,163,3,10840.932169922735,,10840.93205672712,97.0,7902.0,1.016102120111866e-07,3594.473409809145,5769.7562611712,1.895,-0.018681045322034,-32.063679165676255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2817,165,3,10841.005224906554,,10841.00511344266,109.0,7943.0,2.4692640925813846e-08,3592.399060646674,5913.788110364868,1.895,-1.180538023669313,-30.217860020209567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2819,167,3,10841.103264931191,,10841.103147178235,73.0,7984.0,2.718305660363688e-08,3587.8194342872916,5888.8590479558325,1.895,1.0416095042874,29.930947709063553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2821,169,3,10841.282178391197,,10841.282061851536,121.0,8029.0,5.9452780563008e-09,3627.03435268974,5300.109389049546,1.895,-5.453078951924833,34.9574709591917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2827,175,3,10841.791074909752,,10841.79096907964,85.0,8275.0,2.22089926246146e-08,3599.3288753262464,5710.243411530411,1.895,1.264549151518424,-29.47350095292056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2829,177,3,10841.852417373642,,10841.852302207657,115.0,8321.0,3.331036476186867e-09,3592.88253257595,5926.163389084946,1.895,-1.220499647967972,-30.23301227299436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2831,179,3,10841.932166375853,,10841.93205672712,97.0,8371.0,2.134441979719208e-08,3594.850180336324,5737.654118804609,1.895,1.378537847926071,-32.1011336132571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2833,181,3,10842.005221372568,,10842.00511344266,109.0,8413.0,8.654112137675399e-09,3591.2396954139153,5883.596683032608,1.895,-1.041699576099874,-30.112254837048656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2836,184,3,10842.28217653878,,10842.282061851536,121.0,8501.0,6.168094220472754e-09,3622.2866193980076,5335.129026599183,1.895,-4.052926659038555,35.118178338172044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2841,189,3,10842.639921976725,,10842.639813380689,67.0,8543.0,2.606474263768233e-09,3592.659402862113,5971.566539992732,1.895,2.219513448493391,29.808180613962104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2842,190,3,10842.685941624452,,10842.685827966732,103.0,8625.0,7.399936112909854e-09,3591.2080835739994,5829.283590577773,1.895,-0.017592530687521,-30.226166783168665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2844,192,3,10842.710762174904,,10842.710651628207,127.0,8717.0,5.9122146196324635e-09,3638.9536822856826,5223.69941555081,1.895,-5.47982416426961,35.12892363611598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2845,193,3,10842.791083709526,,10842.79096907964,85.0,8755.0,1.296955455387684e-08,3600.5940386012594,5680.755596883633,1.895,1.2652392524947391,-29.489585493221096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2847,195,3,10842.852413169341,,10842.852302207657,115.0,8801.0,1.0879459880778613e-08,3591.7029499882865,5895.969985059283,1.895,-1.179736546217283,-30.197344854268948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2849,197,3,10842.932166923798,,10842.93205672712,97.0,8847.0,1.1052268251028469e-08,3596.2280857712326,5705.5677117908035,1.895,1.3780410690374452,-32.089565439409704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2851,199,3,10843.005221933376,,10843.00511344266,109.0,8901.0,1.439495302437096e-08,3591.2221194233125,5853.398934178188,1.895,-0.017547984646293,-30.14963112134045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2853,201,3,10843.103262572033,,10843.103147178235,73.0,8947.0,3.796534663189993e-09,3590.9600426300685,5948.744044026623,1.895,2.231142457379007,29.96435880584818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2855,203,3,10843.282174409456,,10843.282061851536,121.0,8993.0,9.15023418059704e-09,3618.234388706496,5370.24117445276,1.895,-4.051011230595091,35.10158135447841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2859,207,3,10843.50531230158,,10843.505205976078,133.0,9044.0,5.0885562850502235e-09,3645.487119939102,5181.816204424294,1.895,-5.373204088230915,34.4454256995103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2861,209,3,10843.68593693859,,10843.685827966732,103.0,9156.0,1.3402845215505649e-08,3591.1905049584057,5799.081331660527,1.895,-0.017571000993045,-30.189176082103717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2863,211,3,10843.71075825274,,10843.710651628207,127.0,9254.0,2.254793284380516e-09,3633.4855669499884,5258.753278649842,1.895,-5.468700896586154,35.0576168917164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2864,212,3,10843.791082529924,,10843.79096907964,85.0,9293.0,2.236526364911912e-08,3601.859070464476,5651.270845119546,1.895,1.2671820054566791,-29.534866241072034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2867,215,3,10843.93217398786,,10843.93205672712,97.0,9399.0,1.0075648189757971e-08,3597.6058800552937,5673.483893076053,1.895,1.376462984051978,-32.05281757859504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2869,217,3,10844.0052209912,,10844.00511344266,109.0,9446.0,2.7759140458391833e-09,3591.204553185082,5823.217941119416,1.895,-0.017584601478590003,-30.212543416331833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2871,219,3,10844.103262030052,,10844.103147178235,73.0,9489.0,2.1351548683435568e-09,3593.1851002494645,5978.6266831430685,1.895,2.229134813785597,29.937396048339384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2876,224,3,10844.505321250943,,10844.505205976078,133.0,9585.0,1.1530678155764289e-08,3640.1254987432226,5216.187376912624,1.895,-5.363268456729118,34.381732407565096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2878,226,3,10844.639922394732,,10844.639813380689,67.0,9625.0,1.6860279564044262e-09,3597.818152859867,6031.153366242084,1.895,3.141081704646684,29.745220876066924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2879,227,3,10844.685936396736,,10844.685827966732,103.0,9717.0,1.573431849755321e-08,3591.1729186668,5768.865884395915,1.895,-0.017552832371888,-30.157960119878368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2881,229,3,10844.710768962419,,10844.710651628207,127.0,9829.0,1.08112080788619e-08,3628.018293390574,5293.801745463565,1.895,-5.466594884713896,35.04411610628614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2882,230,3,10844.791077615524,,10844.79096907964,85.0,9873.0,5.073038804885791e-09,3604.059060786321,5621.81435356713,1.895,2.475787140165364,-29.407169345123336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2883,231,3,10844.796911569005,,10844.79680148121,139.0,9937.0,2.6150234666371873e-09,3604.731877894955,6064.583217674289,1.895,-3.421830638050661,-29.692568333652357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2885,233,3,10844.85241557467,,10844.852302207657,115.0,9985.0,6.234583986218503e-09,3591.2117059657025,5835.5073123228285,1.895,-0.017611985873015,-30.259593223740488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2887,235,3,10844.932164576992,,10844.93205672712,97.0,10033.0,8.246505246269319e-09,3599.1017115186864,5641.408776099383,1.895,2.139050028289952,-32.07781728627313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2889,237,3,10845.005219612498,,10845.00511344266,109.0,10093.0,2.5213213130118386e-09,3591.1869684390376,5793.005149321916,1.895,-0.017624612211769003,-30.281286852010112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2892,240,3,10845.282174506048,,10845.282061851536,121.0,10189.0,1.3428574419507983e-08,3610.13097020488,5440.456433703459,1.895,-4.058480985776661,35.16630598844081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2896,244,3,10845.505314778315,,10845.505205976078,133.0,10245.0,2.492012580110808e-08,3634.763439606764,5250.561356859859,1.895,-5.362199546806724,34.37488006086344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2898,246,3,10845.639932227308,,10845.639813380689,67.0,10290.0,1.798444552514718e-09,3600.95821783481,6060.888958954217,1.895,3.142757502564956,29.761090243368905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2899,247,3,10845.685937161652,,10845.685827966732,103.0,10385.0,5.1672185783196485e-09,3591.504106887603,5738.664247921073,1.895,1.293559914009734,-30.095067387134655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2901,249,3,10845.710769235004,,10845.710651628207,127.0,10507.0,4.668059526291517e-09,3623.002550491017,5328.92555984114,1.895,-4.076271787516765,35.320461392899944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2902,250,3,10845.791082871125,,10845.79096907964,85.0,10552.0,9.148101862289244e-09,3606.5361640877445,5592.391550981035,1.895,2.481267378238826,-29.472263103170377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2904,252,3,10845.852418163568,,10845.852302207657,115.0,10662.0,3.4604553499878587e-09,3591.1941077289384,5805.271341782084,1.895,-0.01751234818107,-30.088403219525862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2906,254,3,10845.932167165789,,10845.93205672712,97.0,10723.0,1.4257952279696772e-09,3601.794241190605,5609.424965029249,1.895,2.69137012996709,-31.97003719379239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2910,258,3,10846.282168272652,,10846.282061851536,121.0,10934.0,1.894140299e-06,3606.0769263095704,5475.584292775055,1.895,-4.06388515402071,35.213132531395125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2915,263,3,10846.685943911443,,10846.685827966732,103.0,11071.0,6.131194078972932e-09,3592.8015236060514,5708.479450797989,1.895,1.296414890315218,-30.161489284854003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2917,265,3,10846.710762492832,,10846.710651628207,127.0,11167.0,8.736488049878309e-09,3618.932378102451,5364.193170590997,1.895,-4.072914727767213,35.29137282730409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2918,266,3,10846.791084263792,,10846.79096907964,85.0,11215.0,3.206481813813447e-08,3609.0138511282266,5562.961814796703,1.895,2.479662784911704,-29.45320389289531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2920,268,3,10846.85240921888,,10846.852302207657,115.0,11316.0,3.2661844128441005e-09,3591.1765172517157,5775.048703104513,1.895,-0.017549640038233002,-30.152475286371526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2922,270,3,10846.93217122109,,10846.93205672712,97.0,11385.0,2.371571320551361e-09,3604.4859943352276,5577.450378110882,1.895,2.6936655836262533,-31.99730424935006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2924,272,3,10847.005226282545,,10847.00511344266,109.0,11450.0,1.416829257957521e-08,3591.7644183095435,5732.6080230024545,1.895,1.298756604572395,-30.21596998389847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2925,273,3,10847.067771299811,,10847.06765707014,145.0,11507.0,2.1337973830035144e-09,3601.4074801941783,6035.736113203114,1.895,-3.433622197258429,-29.79488832387796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2928,276,3,10847.282168547225,,10847.282061851536,121.0,11621.0,1.4131794811066973e-08,3603.032904724077,5510.7708745628815,1.895,-2.884632372168264,35.21375415699439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2932,280,3,10847.505321271756,,10847.505205976078,133.0,11682.0,1.0306893184470329e-08,3624.112400687208,5319.308825960314,1.895,-4.866576489801816,34.45950948457257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2935,283,3,10847.710761373055,,10847.710651628207,127.0,11916.0,1.2834028920000002e-06,3614.8628472787896,5399.455222249211,1.895,-4.074081937659688,35.30148657682284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2937,285,3,10847.852421148029,,10847.852302207657,115.0,12060.0,4.174022040817465e-09,3591.2406075051076,5744.7946417179,1.895,0.5305092461736111,-30.210636504558114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2940,288,3,10848.005225224191,,10848.00511344266,109.0,12180.0,3.0200151238411123e-09,3593.06331815092,5702.388720570429,1.895,1.297761755046807,-30.192824505139917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2943,291,3,10848.28218029884,,10848.282061851536,121.0,12288.0,5.686854000286179e-09,3600.1453136944842,5546.020746124733,1.895,-2.889353406926618,35.27138554148251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2947,295,3,10848.505319539032,,10848.505205976078,133.0,12336.0,1.074347383331109e-07,3620.1230711867547,5353.8759416849825,1.895,-3.9902020947432,34.57467666134589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2949,297,3,10848.685937363944,,10848.685827966732,103.0,12464.0,5.480848869441404e-09,3595.396710512793,5648.101632967678,1.895,1.294276958964532,-30.111749657517336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2951,299,3,10848.710768773719,,10848.710651628207,127.0,12564.0,1.38448716640573e-08,3610.795340810793,5434.699733080949,1.895,-4.07375970708742,35.298694483193984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2952,300,3,10848.791077232652,,10848.79096907964,85.0,12616.0,1.5354934764646948e-09,3613.969730535583,5504.0963402081625,1.895,2.485006063643522,-29.516670860590718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2954,302,3,10848.852415183243,,10848.852302207657,115.0,12708.0,1.062196297145725e-08,3592.5388120432103,5714.591515729397,1.895,1.293784703367042,-30.100297180345482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2957,305,3,10849.00523227246,,10849.00511344266,109.0,12804.0,3.694458258381939e-09,3594.3596081991172,5672.230135775641,1.895,1.2938354945530621,-30.10147885283656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2960,308,3,10849.282174347978,,10849.282061851536,121.0,12920.0,1.512849015404004e-08,3597.2588261391656,5581.257147175686,1.895,-2.892832923038389,35.31386125736729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2964,312,3,10849.505323397476,,10849.505205976078,133.0,12976.0,9.54984158752174e-09,3616.132731692148,5388.45180890155,1.895,-4.000626267082627,34.665001005733885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2966,314,3,10849.685935563133,,10849.685827966732,103.0,13116.0,6.0061014280771795e-09,3597.764029993759,5618.0059426721145,1.895,2.5285562218483433,-30.03807354979675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2968,316,3,10849.710767463905,,10849.710651628207,127.0,13220.0,2.338084857199065e-09,3606.7275141154123,5469.9470186489025,1.895,-4.074894498875896,35.30852733334688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2969,317,3,10849.796909455132,,10849.79680148121,139.0,13320.0,1.5581545365669132e-09,3592.456600198319,5915.260932148129,1.895,-1.1678841387003471,-29.893962511562393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2971,319,3,10849.852413460114,,10849.852302207657,115.0,13380.0,4.883242038664119e-09,3593.836353442123,5684.4038178771425,1.895,1.298616189940574,-30.212703194576076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2974,322,3,10850.005230562221,,10850.00511344266,109.0,13492.0,2.366393473720844e-09,3595.739119952936,5642.060933505399,1.895,1.8487202711770392,-30.112894392905417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2980,328,3,10850.505311713468,,10850.505205976078,133.0,13660.0,1.9265348346491294e-08,3612.146039456352,5422.996073008527,1.895,-3.990793540486856,34.57980147581628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2981,329,3,10850.584401347127,,10850.584286616371,151.0,13724.0,1.5748088629548752e-09,3595.5457615804257,5968.046969772958,1.895,-1.986505540942834,-29.925370020277278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2983,331,3,10850.685938353165,,10850.685827966732,103.0,13816.0,1.3641468879118103e-08,3600.299901194621,5587.8809705689855,1.895,2.529776425465115,-30.052569002051147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2985,333,3,10850.710757745996,,10850.710651628207,127.0,13912.0,8.39963173367324e-09,3603.4848146186546,5505.254246488432,1.895,-2.90079284475619,35.41103091029457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2986,334,3,10850.79107874806,,10850.79096907964,85.0,13972.0,4.329539245198103e-09,3620.330187360726,5445.371041273822,1.895,3.6330704492477173,-29.325492344446744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2988,336,3,10850.852409284333,,10850.852302207657,115.0,14076.0,1.1328189133876209e-08,3595.1333801916194,5654.2280935010995,1.895,1.298100587976398,-30.200707557048123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2990,338,3,10850.93217128651,,10850.93205672712,97.0,14136.0,8.606222824205466e-09,3616.478021268769,5449.641927981563,1.895,3.9493979716431573,-31.886565079139427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2997,345,3,10851.50531174444,,10851.505205976078,133.0,14352.0,1.579330650324617e-08,3608.1565824016375,5457.564293977303,1.895,-3.9912818807963433,34.58403289264688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2999,347,3,10851.685941435235,,10851.685827966732,103.0,14496.0,1.4834459567043682e-09,3602.834389392385,5557.7724279003305,1.895,2.528474095498829,-30.037097926943467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3001,349,3,10851.710761320317,,10851.710651628207,127.0,14609.0,8.660171381143163e-09,3600.5872922526823,5540.6253534774,1.895,-2.9052467883682533,35.46540181624315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3002,350,3,10851.7910823209,,10851.79096907964,85.0,14674.0,7.1330613637624935e-09,3623.9609662096964,5416.064046315348,1.895,3.639091403794888,-29.374092408487762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3003,351,3,10851.796921417505,,10851.79680148121,139.0,14735.0,1.8480426791871146e-09,3591.2232585010393,5855.356012098024,1.895,-0.017428619582224,-29.944547018390903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3005,353,3,10851.852412422415,,10851.852302207657,115.0,14792.0,6.6248066644526454e-09,3597.251062607698,5624.099756975318,1.895,2.540108716502557,-30.175311820864064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3007,355,3,10851.932174424595,,10851.93205672712,97.0,14861.0,2.10798552701591e-09,3620.423040400613,5417.790716685781,1.895,3.941898343871054,-31.82601474442142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3009,357,3,10852.005229549606,,10852.00511344266,109.0,14918.0,2.5234319670638783e-09,3600.808567420366,5581.838252052689,1.895,2.53024535062303,-30.05813961517509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3010,358,3,10852.099031916492,,10852.098924256208,157.0,15032.0,1.584109685464511e-08,3644.0752489680194,5190.8671348995085,1.895,-5.537365018646904,35.49779464708939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3016,364,3,10852.505323703564,,10852.505205976078,133.0,15134.0,1.8911295542446968e-08,3604.557224185357,5492.162953746296,1.895,-2.848811679400257,34.776477961613374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3018,366,3,10852.685936480191,,10852.685827966732,103.0,15294.0,3.1503881191055405e-09,3605.3682964260765,5527.670789190951,1.895,2.535441433936535,-30.119866671664273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3020,368,3,10852.710769857587,,10852.710651628207,127.0,15416.0,7.135473001132962e-09,3597.6906804661294,5575.98534469296,1.895,-2.903285493863986,35.44145958249853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3021,369,3,10852.791077857757,,10852.79096907964,85.0,15481.0,5.762810196862612e-09,3627.5925720714617,5386.750375858088,1.895,3.6325502635243323,-29.3212934986929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3023,371,3,10852.852420523404,,10852.852302207657,115.0,15583.0,5.43419090717721e-09,3599.7865259056534,5593.979630569273,1.895,2.53466615491161,-30.11065671688354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3025,373,3,10852.93216952558,,10852.93205672712,97.0,15652.0,1.3248956703392469e-08,3624.369857688862,5385.9249874731795,1.895,3.951178146247873,-31.900937814857564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3027,375,3,10853.005224663315,,10853.00511344266,109.0,15709.0,2.021905264414365e-09,3603.3441135878647,5551.7171411949585,1.895,2.534932181937008,-30.11381699442135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3028,376,3,10853.09903967028,,10853.098924256208,157.0,15823.0,3.09896699664258e-08,3638.53378269646,5226.391221010705,1.895,-5.556721927855793,35.62188391803065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3031,379,3,10853.282171807648,,10853.282061851536,121.0,15876.0,3.105171954336252e-09,3588.8900664060557,5722.405009075553,1.895,-1.476982156219664,35.37487911522952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
