,Unnamed: 0,duration_connection,service,source_bytes,destination_bytes,count,same_srv_rate,serror_rate,srv_serror_rate,dst_host_count,dst_host_srv_count,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_srv_serror_rate,flag,IDS_detection,malware_detection,ashula_detection,label,source_IP_address,source_port_number,destination_IP_address,destination_port_number,duration
230071,230071,14.460651,2,151,157885,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,28,0,-1,11259,3972,592,7673,1
231195,231195,1.789524,2,154,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,20,0,-1,11259,3974,745,4437,1
231205,231205,2.634172,2,154,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,20,0,-1,7090,1581,745,4437,1
232310,232310,6.462976,2,149,168183,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,1,0,-1,11259,3979,945,4085,1
234740,234740,5.121144,2,151,161366,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,33,0,-1,11259,3981,197,1086,1
234752,234752,5.073979,2,151,161366,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,33,0,-1,7090,1593,197,1086,1
235298,235298,4.417068,2,150,160985,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,10,0,-1,7090,1595,510,5165,1
4102,4102,11.472777,2,150,155276,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,11179,3988,589,6458,1
4127,4127,12.796984,2,150,155276,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,7043,1609,589,6458,1
7336,7336,5.246778,2,153,170355,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,11179,3995,532,1525,1
7421,7421,4.955023,2,150,170355,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,7043,1621,121,8136,1
10618,10618,158.044233,3,4927,2888,1,1.0,0.0,0.0,1,1,0.0,0.0,0.0,4,19,2,7,-1,12527,4540,572,445,1
11645,11645,28.631732,2,152,1141041,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,9,0,-1,7043,1637,831,6262,1
14939,14939,4.669226,2,150,163118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,3,0,-1,11179,4005,356,5622,1
14952,14952,4.805557,2,150,163118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,3,0,-1,7043,1649,356,5622,1
15553,15553,180.050763,2,149,159529,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,16,0,-1,7043,1655,525,2272,1
16222,16222,4.910287,2,151,160985,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,5,0,-1,11179,4010,955,8807,1
16544,16544,4.681384,2,150,166246,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,7043,1665,629,3108,1
17493,17493,3.484822,2,150,155945,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,11179,4012,164,9575,1
17569,17569,4.540655,2,150,163027,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,20,0,-1,7043,1667,42,4240,1
18798,18798,48.91705,2,155,161798,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7043,1671,307,7491,1
22749,22749,25.250097,2,151,157884,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,28,0,-1,11179,4017,577,7673,1
22787,22787,15.40635,2,151,157885,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,28,0,-1,7043,1681,577,7673,1
22920,22920,180.062598,2,153,167489,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,31,0,-1,11179,4019,57,3722,1
27749,27749,4.985703,2,154,162241,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,15,0,-1,11179,4024,692,4903,1
27855,27855,14.173792,2,153,166337,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,25,0,-1,11179,4026,416,3319,1
27877,27877,15.783546,2,153,166336,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,25,0,-1,7043,1692,416,3319,1
35603,35603,3.45212,2,150,160985,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,9,0,5,0,-1,11179,4031,478,5165,1
35617,35617,3.425481,2,150,160985,0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,9,0,5,0,-1,7043,1705,478,5165,1
41595,41595,5.648241,2,153,170355,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,11179,4036,532,1525,1
41612,41612,5.563353,2,153,170355,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,7043,1717,532,1525,1
46279,46279,5.315987,2,153,162241,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,15,0,-1,7043,1730,856,6633,1
47460,47460,42.819382,2,152,1141040,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,9,0,-1,11179,4043,831,6262,1
47476,47476,43.016144,2,152,1141040,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,9,0,-1,7043,1735,831,6262,1
51854,51854,3.251983,2,150,165835,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7043,1751,545,2657,1
52067,52067,180.040746,2,149,159529,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,16,0,-1,11179,4051,525,2272,1
52081,52081,180.056476,2,149,159529,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,16,0,-1,7043,1755,525,2272,1
63494,63494,4.407105,2,150,163027,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,20,0,-1,11179,4053,42,4240,1
63819,63819,4.650272,2,150,163027,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,20,0,-1,7043,1757,42,4240,1
93942,93942,4.334172,2,150,161599,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,4,0,-1,11179,4058,670,6542,1
97853,97853,180.0593,2,155,166511,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,12,0,-1,7043,1777,1120,2955,1
103745,103745,12.834142,2,150,155276,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,11179,4066,196,1502,1
105827,105827,1.938844,2,153,168119,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,7043,1801,1110,8793,1
115617,115617,4.063668,2,150,165835,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,11179,4084,545,2657,1
115630,115630,4.312003,2,150,165835,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7043,1825,545,2657,1
130829,130829,3.13816,3,1991,1058,1,1.0,0.0,0.64,1,1,0.0,0.0,0.0,9,19,2,6,-1,11700,18008,572,445,1
130849,130849,157.004192,3,1947,980,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,4,0,2,8,-1,11700,18017,572,445,1
136536,136536,160.00531,3,6497,4295,1,1.0,0.0,0.0,0,1,0.0,0.0,0.0,4,19,2,7,-1,11700,20472,572,445,1
140377,140377,2.023245,2,153,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,11179,4095,1110,8793,1
140387,140387,1.996049,2,153,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,7043,1865,1110,8793,1
145733,145733,154.216594,3,6497,4295,1,1.0,0.0,0.8,0,0,0.0,0.0,0.0,4,19,2,7,-1,11700,20630,572,445,1
147690,147690,5.435597,2,152,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,11179,4105,905,3767,1
152226,152226,176.603666,3,6497,4295,1,1.0,0.0,0.5,0,0,0.0,0.0,0.0,4,19,2,7,-1,11700,21066,572,445,1
153351,153351,180.836094,2,155,169846,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,18,0,-1,11179,4112,424,6064,1
153848,153848,5.368571,2,151,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,7043,1898,639,4459,1
161201,161201,175.864612,3,6409,4139,0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,4,19,2,7,-1,11700,20672,572,445,1
162447,162447,4.428023,2,153,159446,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7043,1919,155,4260,1
165205,165205,1.417418,2,150,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,11179,4129,706,9373,1
166596,166596,4.368586,2,151,161633,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,11179,4133,1108,8944,1
176411,176411,180.056333,2,151,170204,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,8,0,-1,11179,4141,386,1996,1
176778,176778,4.970567,2,152,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,11179,4143,905,3767,1
176821,176821,4.979597,2,152,166135,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,7043,2624,905,3767,1
179734,179734,20.259498,2,153,163118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,3,0,-1,11179,4148,1014,3699,1
182532,182532,1.087543,2,151,158862,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,27,0,-1,11179,4157,1154,2463,1
183875,183875,6.147875,2,153,160985,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,5,0,-1,11179,4161,882,8251,1
187008,187008,180.071205,2,152,159951,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,1,0,-1,11179,4168,901,2541,1
195900,195900,4.635327,2,152,161926,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,11179,4180,120,8342,1
196403,196403,5.504807,2,150,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,7043,2669,237,2629,1
196413,196413,1.629793,2,150,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,11179,4184,706,9373,1
196424,196424,1.79661,2,150,167411,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,7043,2671,706,9373,1
200276,200276,180.061201,2,154,169075,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,13,0,-1,11179,4193,813,5307,1
200623,200623,4.474749,2,151,161634,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,11179,4198,1108,8944,1
200638,200638,4.127631,2,151,161633,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,7043,2684,1108,8944,1
205197,205197,4.612973,2,153,156607,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,24,0,-1,11179,4200,26,1286,1
205212,205212,4.560862,2,149,161298,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,7,0,-1,7043,3394,46,7812,1
208575,208575,3.932901,2,149,141541,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,26,0,-1,7043,3404,945,2904,1
213499,213499,180.073003,2,150,2195543,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,10,0,-1,11179,4214,245,8046,1
218278,218278,5.343178,2,153,157980,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,11179,4221,387,6520,1
223542,223542,6.036623,2,150,166178,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,11179,4229,596,2973,1
224457,224457,5.773889,2,152,161926,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,11179,4231,120,8342,1
224468,224468,4.79984,2,152,161926,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,7043,3448,120,8342,1
224934,224934,11.376962,2,154,2559467,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,19,0,-1,11179,4233,679,3510,1
229777,229777,5.526552,2,150,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,11179,4240,237,2629,1
229793,229793,5.547701,2,150,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,7043,3461,237,2629,1
229928,229928,3.470634,2,153,84600,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,7043,3464,135,5558,1
230101,230101,179.967376,2,155,161837,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,10,0,-1,7043,3466,98,2559,1
230672,230672,2.32152,2,148,157981,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,7043,3468,949,2815,1
2841,2841,2.626506,2,152,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,12012,4251,123,3947,1
2905,2905,7.500806,2,149,141541,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,12012,4255,988,2904,1
2927,2927,4.043243,2,149,141541,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,29,0,-1,7553,3503,988,2904,1
3655,3655,35.110523,2,150,2406192,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,12012,4257,337,1245,1
9664,9664,180.878832,2,150,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,10,0,-1,12012,4271,549,2478,1
9855,9855,4.444038,2,152,156307,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,33,0,-1,12012,4273,135,2084,1
10696,10696,180.768654,2,152,167715,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,25,0,-1,12012,4275,812,5558,1
14727,14727,4.857751,2,150,166178,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,8,0,-1,12012,4284,618,2973,1
14740,14740,4.945711,2,150,166178,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,8,0,-1,7553,3530,618,2973,1
17310,17310,12.487725,2,154,2559467,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,12012,4286,716,3510,1
17313,17313,20.306948,2,154,2559467,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,7553,3536,716,3510,1
17847,17847,4.888677,2,149,157981,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,27,0,-1,12012,4288,490,3166,1
20564,20564,1.485159,2,152,158529,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,35,0,-1,12012,4293,533,5388,1
20802,20802,5.25039,2,152,174574,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,18,0,-1,7553,3546,1127,9171,1
21885,21885,4.935782,2,152,170117,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,12012,4297,75,2491,1
22707,22707,5.635043,2,153,84600,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,24,0,-1,12012,4299,154,5558,1
22724,22724,7.110183,2,153,84601,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,24,0,-1,7553,3550,154,5558,1
27710,27710,68.155706,2,151,2637911,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,39,0,-1,7553,3561,1138,8004,1
31308,31308,180.015657,2,153,159171,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,1,0,-1,12012,4307,1037,3040,1
32504,32504,11.478905,2,151,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,12012,4309,669,4459,1
32528,32528,7.437478,2,151,166134,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,7553,3572,669,4459,1
33483,33483,4.712728,2,153,158801,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,26,0,-1,12012,4311,617,2942,1
36584,36584,4.357095,2,152,161900,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,12,0,-1,7553,3584,868,6978,1
36839,36839,5.264247,2,150,161393,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,12012,4318,703,2949,1
36856,36856,37.675323,2,150,2406191,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,12012,4320,337,1245,1
36871,36871,37.505247,2,150,2406192,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,34,0,-1,7553,3586,337,1245,1
43434,43434,180.062251,2,150,164832,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,10,0,-1,7553,3598,549,2478,1
44416,44416,180.060481,2,152,167715,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,25,0,-1,12012,4330,812,5558,1
44437,44437,180.077208,2,152,167715,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,25,0,-1,7553,3606,812,5558,1
45467,45467,22.043996,2,153,1065047,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,12012,4332,179,5628,1
45528,45528,20.397432,2,150,167411,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,18,0,-1,12012,4334,976,2097,1
51255,51255,4.523919,2,152,156306,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,33,0,-1,12012,4339,135,2084,1
51304,51304,4.345289,2,152,156306,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,33,0,-1,7553,3618,135,2084,1
52761,52761,0.837349,2,152,158529,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,35,0,-1,12012,4341,533,5388,1
52769,52769,0.861847,2,152,158529,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,35,0,-1,7553,3623,533,5388,1
53525,53525,4.561987,2,149,159739,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7553,3626,787,6368,1
56808,56808,6.148434,2,150,162241,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,19,0,-1,7553,3638,739,4980,1
57070,57070,7.951193,2,151,157663,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,36,0,-1,12012,4348,314,6320,1
57142,57142,4.135884,2,148,169908,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,12012,4350,99,4972,1
60300,60300,6.207577,2,152,170355,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,16,0,-1,7553,3648,722,1147,1
66087,66087,3.537509,2,150,165835,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7553,3660,1114,5756,1
68248,68248,195.766543,3,4375,2436,1,1.0,0.0,0.5,1,1,0.0,0.0,0.0,4,20,2,5,-1,4871,1860,594,445,1
68773,68773,4.116849,2,152,161900,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,12,0,-1,12012,4361,868,6978,1
68789,68789,4.356975,2,152,161900,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,12,0,-1,7553,3670,868,6978,1
70501,70501,7.971472,2,154,160027,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,38,0,-1,12012,4363,108,2202,1
71078,71078,4.42455,2,153,158801,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,26,0,-1,12012,4365,617,2942,1
71098,71098,4.715063,2,153,158801,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,26,0,-1,7553,3674,617,2942,1
71635,71635,3.885199,2,150,171183,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,28,0,-1,12012,4370,818,3032,1
73259,73259,5.615543,2,150,161393,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,12012,4372,703,2949,1
73275,73275,6.088336,2,150,161393,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,23,0,-1,7553,3684,703,2949,1
76049,76049,24.561664,2,153,1065047,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,12012,4377,179,5628,1
76076,76076,22.955964,2,153,1065047,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,30,0,-1,7553,3688,179,5628,1
87245,87245,4.023685,2,148,169908,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,12012,4385,99,4972,1
87257,87257,3.958912,2,148,169909,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,7553,3716,99,4972,1
87439,87439,169.876224,3,4255,2397,1,1.0,0.0,0.33,1,3,0.0,0.0,0.0,4,42,2,5,-1,9000,4101,594,445,1
89601,89601,8.28321,2,151,157663,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,36,0,-1,12012,4387,314,6320,1
89652,89652,8.377241,2,151,157663,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,36,0,-1,7553,3722,314,6320,1
99846,99846,4.916892,2,154,159265,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,7553,3743,142,4578,1
103009,103009,3.487657,2,150,165835,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,12012,4398,1114,5756,1
103029,103029,3.495911,2,150,165836,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7553,3752,1114,5756,1
104702,104702,7.755234,2,154,160028,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,9,0,38,0,-1,12012,4400,108,2202,1
104732,104732,8.500544,2,154,160027,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,9,0,38,0,-1,7553,3756,108,2202,1
116365,116365,3.921066,2,149,158553,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,31,0,-1,7553,3778,81,1704,1
118686,118686,4.519883,2,152,168119,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,7553,3782,793,7456,1
137810,137810,5.014055,2,154,159266,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,12012,4424,142,4578,1
137824,137824,4.76215,2,154,159266,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,21,0,-1,7553,3821,142,4578,1
141183,141183,0.253511,2,153,156777,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,15,0,-1,7553,3833,963,8430,1
155342,155342,87.947672,2,151,170279,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,14,0,-1,12012,4440,1117,3187,1
155547,155547,0.158035,3,0,0,0,0.0,0.0,0.67,0,0,0.0,0.0,0.0,10,0,14,0,-1,12012,4440,1117,3187,1
159295,159295,11.950286,2,149,167410,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,18,0,-1,12012,4445,1115,2628,1
160501,160501,1.961506,2,152,165686,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,7553,3872,1124,7374,1
160587,160587,180.390063,2,153,171462,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,4,0,-1,12012,4450,659,6251,1
160686,160686,1.473677,2,147,157766,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,20,0,-1,12012,4452,544,80,1
163484,163484,2.820048,2,151,165912,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,12012,4456,1095,3608,1
163595,163595,180.676742,2,149,165066,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,1,0,-1,12012,4458,372,2339,1
163725,163725,1.465109,2,152,168119,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,12012,4460,747,9049,1
165019,165019,180.073046,2,152,172444,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,10,0,-1,12012,4465,383,3198,1
168639,168639,20.012719,3,7419,9472,2,1.0,0.5,0.83,0,55,0.0,0.0,0.93,9,19,2,3,-1,12308,34305,977,445,1
171478,171478,4.627198,2,150,168858,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,12012,4473,1161,5812,1
173149,173149,0.277263,2,153,156777,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,15,0,-1,12012,4477,963,8430,1
173157,173157,0.24652,2,153,156777,1,1.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,15,0,-1,7553,3900,963,8430,1
173965,173965,4.423222,2,152,160985,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,7,0,-1,7553,3907,741,1960,1
181937,181937,180.06847,2,149,171043,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,5,0,-1,12012,4492,1155,1351,1
185104,185104,180.079775,2,154,2195543,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,13,0,-1,12012,4494,232,8046,1
185552,185552,180.045626,2,151,108086,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,14,0,-1,12012,4496,1117,3187,1
189634,189634,21.384011,2,149,167410,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,9,0,18,0,-1,12012,4501,1115,2628,1
189914,189914,5.061936,2,153,159226,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,7,0,-1,7553,3943,942,6815,1
189919,189919,5.739335,2,149,167410,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,9,0,18,0,-1,7553,3945,1115,2628,1
194200,194200,1.976808,2,152,165686,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,12012,4503,1124,7374,1
194209,194209,1.873039,2,152,165686,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,22,0,-1,7553,3949,1124,7374,1
196168,196168,4.679602,2,149,168492,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,6,0,-1,7553,3957,253,9558,1
197171,197171,180.04507,2,148,168457,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,3,0,-1,7553,3961,440,1878,1
197700,197700,2.747803,2,151,165912,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,12012,4510,1095,3608,1
197710,197710,2.743796,2,151,165912,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,7553,3963,1095,3608,1
197886,197886,1.417264,2,152,168119,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,12012,4512,747,9049,1
197892,197892,1.37153,2,152,168118,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,32,0,-1,7553,3965,747,9049,1
198699,198699,2.917796,2,147,157766,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,20,0,-1,12012,4514,544,80,1
198717,198717,3.091688,2,147,157766,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,9,0,20,0,-1,7553,3969,544,80,1
200164,200164,180.076778,2,152,172445,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,10,0,-1,12012,4519,383,3198,1
200178,200178,180.022298,2,152,172444,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,10,0,-1,7553,3976,383,3198,1
210058,210058,4.731724,2,154,169908,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,11,0,-1,7553,3993,33,3997,1
210373,210373,4.375182,2,151,165912,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,1,0,-1,12012,4524,87,6193,1
211589,211589,4.610462,2,150,168859,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,12012,4529,1161,5812,1
211600,211600,4.471119,2,150,168859,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,17,0,-1,7553,4001,1161,5812,1
