,type,rcvTime,pos,noise,spd,spd_noise,sendTime,sender,messageID,pos_noise,RSSI
41,2,10834.1,"[3603.140924517733, 5982.726635294673, 1.895]","[0.0, 0.0, 0.0]","[-2.06635171974033, -31.144894218072146, 0.0]","[0.0, 0.0, 0.0]",,,,,
42,3,10834.189194937233,"[3596.360429638672, 5930.4371575436635, 1.895]",,"[-2.5460459242844973, -38.36473497239663, 0.0]","[0.0, 0.0, 0.0]",10834.189088077565,91.0,5440.0,"[0.0, 0.0, 0.0]",1.619682478004122e-07
43,2,10834.199999999999,"[3602.935338924078, 5979.627965544523, 1.895]","[0.0, 0.0, 0.0]","[-2.058113731426018, -31.02072790496684, 0.0]","[0.0, 0.0, 0.0]",,,,,
44,3,10834.275172595964,"[3590.589684097505, 5681.6978345684865, 1.895]",,"[-1.259584655956187, 30.168038762153135, 0.0]","[0.0, 0.0, 0.0]",10834.275061709852,73.0,5470.0,"[0.0, 0.0, 0.0]",1.492521724109711e-08
45,2,10834.3,"[3602.729521885049, 5976.525807355472, 1.895]","[0.0, 0.0, 0.0]","[-2.060430726969861, -31.05565060492511, 0.0]","[0.0, 0.0, 0.0]",,,,,
46,3,10834.328973576188,"[3588.843751917177, 5723.514277348327, 1.895]",,"[-1.247807703943658, 29.88597154006514, 0.0]","[0.0, 0.0, 0.0]",10834.328857387787,67.0,5509.0,"[0.0, 0.0, 0.0]",6.782003947494274e-09
47,2,10834.4,"[3602.523599404992, 5973.422059916337, 1.895]","[0.0, 0.0, 0.0]","[-2.061486295224823, -31.07156055932768, 0.0]","[0.0, 0.0, 0.0]",,,,,
48,3,10834.438083895802,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-1.251718840778573, -29.576968250487624, 0.0]","[0.0, 0.0, 0.0]",10834.43797254567,85.0,5579.0,"[0.0, 0.0, 0.0]",2.5539809427249984e-08
49,2,10834.5,"[3602.318436547716, 5970.329761820955, 1.895]","[0.0, 0.0, 0.0]","[-2.053881725040765, -30.95694138210584, 0.0]","[0.0, 0.0, 0.0]",,,,,
50,3,10834.567090583123,"[3605.7420723858345, 6073.349072014701, 1.895]",,"[-3.45749192820006, -30.002015353864447, 0.0]","[0.0, 0.0, 0.0]",10834.566975898064,103.0,5614.0,"[0.0, 0.0, 0.0]",8.138873374275645e-08
51,2,10834.6,"[3602.11343748694, 5967.239932533088, 1.895]","[0.0, 0.0, 0.0]","[-2.052241961184835, -30.93222619385983, 0.0]","[0.0, 0.0, 0.0]",,,,,
52,2,10834.699999999999,"[3601.9082177958635, 5964.14677781554, 1.895]","[0.0, 0.0, 0.0]","[-2.054450687203088, -30.965517011414985, 0.0]","[0.0, 0.0, 0.0]",,,,,
53,2,10834.8,"[3601.7029085244503, 5961.052272906683, 1.895]","[0.0, 0.0, 0.0]","[-2.055347474371876, -30.979033752655695, 0.0]","[0.0, 0.0, 0.0]",,,,,
54,2,10834.9,"[3601.498352113708, 5957.9691154203065, 1.895]","[0.0, 0.0, 0.0]","[-2.047810599549365, -30.865434907483568, 0.0]","[0.0, 0.0, 0.0]",,,,,
55,2,10835.0,"[3601.293896277212, 5954.887473829913, 1.895]","[0.0, 0.0, 0.0]","[-2.046803752551028, -30.850259299692596, 0.0]","[0.0, 0.0, 0.0]",,,,,
56,2,10835.1,"[3601.0893486828263, 5951.804449227252, 1.895]","[0.0, 0.0, 0.0]","[-2.047722339156761, -30.864104610963025, 0.0]","[0.0, 0.0, 0.0]",,,,,
57,3,10835.189199968563,"[3594.8545972980564, 5892.085266900083, 1.895]",,"[-1.500314088019474, -38.3201769552897, 0.0]","[0.0, 0.0, 0.0]",10835.189088077565,91.0,5698.0,"[0.0, 0.0, 0.0]",1.4919210283721579e-07
58,2,10835.199999999999,"[3600.884507571373, 5948.7170006158785, 1.895]","[0.0, 0.0, 0.0]","[-2.050660733314119, -30.908393283718638, 0.0]","[0.0, 0.0, 0.0]",,,,,
59,2,10835.3,"[3600.6802048247378, 5945.637666458179, 1.895]","[0.0, 0.0, 0.0]","[-2.04527117267086, -30.827159631909712, 0.0]","[0.0, 0.0, 0.0]",,,,,
60,3,10835.328965151799,"[3587.7366585198474, 5753.394037889668, 1.895]",,"[-0.48400208621586804, 29.920957327749907, 0.0]","[0.0, 0.0, 0.0]",10835.328857387787,67.0,5760.0,"[0.0, 0.0, 0.0]",2.9377488740888434e-09
61,2,10835.4,"[3600.476045907605, 5942.56050015729, 1.895]","[0.0, 0.0, 0.0]","[-2.043831298070635, -30.805457255841347, 0.0]","[0.0, 0.0, 0.0]",,,,,
62,3,10835.438088461995,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-1.1586757785741981, -29.530228544543363, 0.0]","[0.0, 0.0, 0.0]",10835.43797254567,85.0,5826.0,"[0.0, 0.0, 0.0]",9.0363184677338e-08
63,2,10835.5,"[3600.27169320089, 5939.480412980923, 1.895]","[0.0, 0.0, 0.0]","[-2.04577132214764, -30.834698088449784, 0.0]","[0.0, 0.0, 0.0]",,,,,
64,3,10835.567087844243,"[3602.282968689017, 6043.333070711539, 1.895]",,"[-3.454888620874732, -29.979425433787394, 0.0]","[0.0, 0.0, 0.0]",10835.566975898064,103.0,5858.0,"[0.0, 0.0, 0.0]",2.71614402912107e-08
65,2,10835.6,"[3600.0676248066975, 5936.404611078635, 1.895]","[0.0, 0.0, 0.0]","[-2.042925074519514, -30.791798285647733, 0.0]","[0.0, 0.0, 0.0]",,,,,
66,2,10835.699999999999,"[3599.86410528188, 5933.337081958979, 1.895]","[0.0, 0.0, 0.0]","[-2.037430352946187, -30.708979605452928, 0.0]","[0.0, 0.0, 0.0]",,,,,
67,2,10835.8,"[3599.660358508844, 5930.266127661678, 1.895]","[0.0, 0.0, 0.0]","[-2.039705330828465, -30.743268998113013, 0.0]","[0.0, 0.0, 0.0]",,,,,
68,2,10835.9,"[3599.5354910461688, 5927.191603292683, 1.895]","[0.0, 0.0, 0.0]","[-1.553184386809236, -30.765745398946336, 0.0]","[0.0, 0.0, 0.0]",,,,,
69,2,10836.0,"[3599.4146408043252, 5924.111591327914, 1.895]","[0.0, 0.0, 0.0]","[-1.209829627468552, -30.83394514647505, 0.0]","[0.0, 0.0, 0.0]",,,,,
70,2,10836.1,"[3599.2938178352897, 5921.032274443043, 1.895]","[0.0, 0.0, 0.0]","[-1.2095565998746531, -30.826986713930005, 0.0]","[0.0, 0.0, 0.0]",,,,,
71,3,10836.189198053824,"[3594.5223115468116, 5853.689981158881, 1.895]",,"[-0.022339665428164002, -38.343243246568896, 0.0]","[0.0, 0.0, 0.0]",10836.189088077565,91.0,5950.0,"[0.0, 0.0, 0.0]",1.2310460560067069e-08
72,2,10836.199999999999,"[3599.173628445623, 5917.969105080986, 1.895]","[0.0, 0.0, 0.0]","[-1.203213848049978, -30.66533414947019, 0.0]","[0.0, 0.0, 0.0]",,,,,
73,2,10836.3,"[3599.0534929692717, 5914.90730976381, 1.895]","[0.0, 0.0, 0.0]","[-1.202674122806679, -30.65157861053464, 0.0]","[0.0, 0.0, 0.0]",,,,,
74,2,10836.4,"[3598.933132276292, 5911.839774533334, 1.895]","[0.0, 0.0, 0.0]","[-1.204928762479639, -30.709040780769428, 0.0]","[0.0, 0.0, 0.0]",,,,,
75,3,10836.438084355677,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-0.017252738365923, -29.581976519168844, 0.0]","[0.0, 0.0, 0.0]",10836.43797254567,85.0,6142.0,"[0.0, 0.0, 0.0]",1.6521505350488762e-08
76,2,10836.5,"[3598.8128931517003, 5908.7753376176415, 1.895]","[0.0, 0.0, 0.0]","[-1.203711743499594, -30.67802360643269, 0.0]","[0.0, 0.0, 0.0]",,,,,
77,3,10836.567083750775,"[3598.8230372614007, 6013.309886863158, 1.895]",,"[-3.4490713765754712, -29.928946920342387, 0.0]","[0.0, 0.0, 0.0]",10836.566975898064,103.0,6182.0,"[0.0, 0.0, 0.0]",6.264585339833486e-08
78,2,10836.6,"[3598.6928872919225, 5905.71684573281, 1.895]","[0.0, 0.0, 0.0]","[-1.201376533586694, -30.61850800793431, 0.0]","[0.0, 0.0, 0.0]",,,,,
79,2,10836.699999999999,"[3598.5727870315013, 5902.655947935447, 1.895]","[0.0, 0.0, 0.0]","[-1.2023215767538011, -30.642593555606858, 0.0]","[0.0, 0.0, 0.0]",,,,,
80,2,10836.8,"[3598.4530120412837, 5899.603340035593, 1.895]","[0.0, 0.0, 0.0]","[-1.19906530251528, -30.559603538694326, 0.0]","[0.0, 0.0, 0.0]",,,,,
81,2,10836.9,"[3598.332890350324, 5896.541896055491, 1.895]","[0.0, 0.0, 0.0]","[-1.20253611749847, -30.64806138132598, 0.0]","[0.0, 0.0, 0.0]",,,,,
82,2,10837.0,"[3598.2127321382463, 5893.4795212913195, 1.895]","[0.0, 0.0, 0.0]","[-1.202901729760758, -30.65737944412743, 0.0]","[0.0, 0.0, 0.0]",,,,,
83,2,10837.1,"[3598.093049919976, 5890.429277794741, 1.895]","[0.0, 0.0, 0.0]","[-1.198136564196388, -30.535933539439924, 0.0]","[0.0, 0.0, 0.0]",,,,,
84,3,10837.189206236804,"[3594.4999443518473, 5815.299486901463, 1.895]",,"[-0.022364598384598002, -38.386037556335985, 0.0]","[0.0, 0.0, 0.0]",10837.189088077565,91.0,6277.0,"[0.0, 0.0, 0.0]",1.4906567385596953e-08
85,2,10837.199999999999,"[3597.9735335779633, 5887.383261851619, 1.895]","[0.0, 0.0, 0.0]","[-1.196475979925487, -30.493611576778786, 0.0]","[0.0, 0.0, 0.0]",,,,,
86,3,10837.257607176292,"[3600.5401147405046, 6028.209642513107, 1.895]",,"[-3.4677115837465102, -30.0906953187011, 0.0]","[0.0, 0.0, 0.0]",10837.257493643789,109.0,6322.0,"[0.0, 0.0, 0.0]",1.5530600493963732e-09
87,3,10837.275177949829,"[3587.718792559687, 5771.808345596698, 1.895]",,"[-0.029153956357396003, 30.048758556131673, 0.0]","[0.0, 0.0, 0.0]",10837.275061709852,73.0,6359.0,"[0.0, 0.0, 0.0]",1.6813219215418792e-08
88,2,10837.3,"[3597.853902550313, 5884.334323008792, 1.895]","[0.0, 0.0, 0.0]","[-1.197624095809779, -30.522872673874023, 0.0]","[0.0, 0.0, 0.0]",,,,,
89,3,10837.328965930566,"[3587.678623773383, 5813.210004649392, 1.895]",,"[-0.029104243287120003, 29.99751967700675, 0.0]","[0.0, 0.0, 0.0]",10837.328857387787,67.0,6400.0,"[0.0, 0.0, 0.0]",5.718175451193769e-09
90,2,10837.4,"[3594.538546621426, 5881.555457350176, 1.895]","[0.0, 0.0, 0.0]","[-0.6069905257631251, -30.498774756264105, 0.0]","[0.0, 0.0, 0.0]",,,,,
91,3,10837.438089226664,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-0.017244813497435, -29.56838834153852, 0.0]","[0.0, 0.0, 0.0]",10837.43797254567,85.0,6486.0,"[0.0, 0.0, 0.0]",1.794573678950254e-08
92,2,10837.5,"[3594.53675921943, 5878.487605249311, 1.895]","[0.0, 0.0, 0.0]","[-0.017873952548174, -30.67840530589496, 0.0]","[0.0, 0.0, 0.0]",,,,,
93,3,10837.56708292468,"[3596.551268562493, 5983.194256239657, 1.895]",,"[-1.9969102546515982, -30.082110034974846, 0.0]","[0.0, 0.0, 0.0]",10837.566975898064,103.0,6527.0,"[0.0, 0.0, 0.0]",6.689563764857143e-08
94,3,10837.569716411106,"[3603.7222160853894, 6055.821985618845, 1.895]",,"[-3.455359442688046, -29.98351093953943, 0.0]","[0.0, 0.0, 0.0]",10837.569601418032,115.0,6572.0,"[0.0, 0.0, 0.0]",2.2462879417459033e-09
95,2,10837.6,"[3594.5349589077496, 5875.397595288348, 1.895]","[0.0, 0.0, 0.0]","[-0.018003048908406, -30.899983071195834, 0.0]","[0.0, 0.0, 0.0]",,,,,
96,2,10837.699999999999,"[3594.533146463222, 5872.286760811961, 1.895]","[0.0, 0.0, 0.0]","[-0.01812437692172, -31.108227440055302, 0.0]","[0.0, 0.0, 0.0]",,,,,
97,2,10837.8,"[3594.531320645588, 5869.152973071338, 1.895]","[0.0, 0.0, 0.0]","[-0.018258107474008002, -31.33775921674612, 0.0]","[0.0, 0.0, 0.0]",,,,,
98,2,10837.9,"[3594.529485530473, 5866.00322736568, 1.895]","[0.0, 0.0, 0.0]","[-0.018351081942523002, -31.497338265250423, 0.0]","[0.0, 0.0, 0.0]",,,,,
99,2,10838.0,"[3594.52763785126, 5862.831916956296, 1.895]","[0.0, 0.0, 0.0]","[-0.018476722445933, -31.712984489195946, 0.0]","[0.0, 0.0, 0.0]",,,,,
100,2,10838.1,"[3594.5257799161536, 5859.64300358812, 1.895]","[0.0, 0.0, 0.0]","[-0.018579280991722, -31.88901341323119, 0.0]","[0.0, 0.0, 0.0]",,,,,
101,3,10838.189199948867,"[3594.477572070494, 5776.9002624938485, 1.895]",,"[-0.022335121732484003, -38.33544456089643, 0.0]","[0.0, 0.0, 0.0]",10838.189088077565,91.0,6678.0,"[0.0, 0.0, 0.0]",8.020812913437393e-09
102,2,10838.199999999999,"[3594.52391019408, 5856.433859364162, 1.895]","[0.0, 0.0, 0.0]","[-0.018697150218908002, -32.09132120804824, 0.0]","[0.0, 0.0, 0.0]",,,,,
103,3,10838.27517126036,"[3587.689637477839, 5801.858264187686, 1.895]",,"[-0.029137353855118002, 30.031646484745163, 0.0]","[0.0, 0.0, 0.0]",10838.275061709852,73.0,6766.0,"[0.0, 0.0, 0.0]",3.095027699336558e-07
104,2,10838.3,"[3594.5220408162118, 5853.225305925214, 1.895]","[0.0, 0.0, 0.0]","[-0.018693708181001002, -32.08541338023558, 0.0]","[0.0, 0.0, 0.0]",,,,,
105,3,10838.328972245308,"[3587.6495976628294, 5843.1269935191585, 1.895]",,"[-0.029092723169618, 29.985645980514363, 0.0]","[0.0, 0.0, 0.0]",10838.328857387787,67.0,6812.0,"[0.0, 0.0, 0.0]",2.6281878081368377e-07
106,2,10838.4,"[3594.520173211842, 5850.019796475278, 1.895]","[0.0, 0.0, 0.0]","[-0.018675973259836002, -32.05497360491942, 0.0]","[0.0, 0.0, 0.0]",,,,,
107,3,10838.438082529856,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-0.017272510671693, -29.615878608947682, 0.0]","[0.0, 0.0, 0.0]",10838.43797254567,85.0,6912.0,"[0.0, 0.0, 0.0]",5.2480480574234054e-08
108,2,10838.5,"[3594.518305326867, 5846.813805401579, 1.895]","[0.0, 0.0, 0.0]","[-0.018678779301328, -32.05978982438595, 0.0]","[0.0, 0.0, 0.0]",,,,,
109,3,10838.567081952915,"[3594.5519038603265, 5953.075171603516, 1.895]",,"[-1.997853910996481, -30.09632558318174, 0.0]","[0.0, 0.0, 0.0]",10838.566975898064,103.0,6962.0,"[0.0, 0.0, 0.0]",3.4012225540704623e-09
110,3,10838.56971543888,"[3600.2580119127056, 6025.761725483433, 1.895]",,"[-3.455790431448275, -29.98725079831046, 0.0]","[0.0, 0.0, 0.0]",10838.569601418032,115.0,7004.0,"[0.0, 0.0, 0.0]",1.829919129264694e-09
111,2,10838.6,"[3594.5164371755905, 5843.60735725417, 1.895]","[0.0, 0.0, 0.0]","[-0.018681442309037, -32.064360544243684, 0.0]","[0.0, 0.0, 0.0]",,,,,
112,2,10838.699999999999,"[3594.5145681183676, 5840.3993541631735, 1.895]","[0.0, 0.0, 0.0]","[-0.018690501737909003, -32.07990992147346, 0.0]","[0.0, 0.0, 0.0]",,,,,
113,3,10838.797296511488,"[3640.6517969829356, 5212.813492985243, 1.895]",,"[-5.4612091684872315, 35.00959047036651, 0.0]","[0.0, 0.0, 0.0]",10838.797179610188,121.0,7063.0,"[0.0, 0.0, 0.0]",2.013460014301812e-09
114,2,10838.8,"[3594.512696551245, 5837.187043142893, 1.895]","[0.0, 0.0, 0.0]","[-0.018715600641335, -32.122989051842914, 0.0]","[0.0, 0.0, 0.0]",,,,,
115,2,10838.9,"[3594.510824002581, 5833.9730474302905, 1.895]","[0.0, 0.0, 0.0]","[-0.018725416013665, -32.13983591152603, 0.0]","[0.0, 0.0, 0.0]",,,,,
116,2,10839.0,"[3594.5089526841302, 5830.761163224239, 1.895]","[0.0, 0.0, 0.0]","[-0.018713113931738003, -32.11872092565817, 0.0]","[0.0, 0.0, 0.0]",,,,,
117,2,10839.1,"[3594.507082011693, 5827.550387819782, 1.895]","[0.0, 0.0, 0.0]","[-0.018706653820083, -32.10763295151652, 0.0]","[0.0, 0.0, 0.0]",,,,,
118,3,10839.189201520729,"[3594.8126484668055, 5738.52809956616, 1.895]",,"[1.645258979106082, -38.31209886351818, 0.0]","[0.0, 0.0, 0.0]",10839.189088077565,91.0,7105.0,"[0.0, 0.0, 0.0]",2.0730140374215483e-08
119,2,10839.199999999999,"[3594.5052089948285, 5824.335588498814, 1.895]","[0.0, 0.0, 0.0]","[-0.018730098005276002, -32.147871964877154, 0.0]","[0.0, 0.0, 0.0]",,,,,
120,3,10839.257604443685,"[3595.547176133367, 5968.068279061711, 1.895]",,"[-2.000252541593581, -30.132459340058645, 0.0]","[0.0, 0.0, 0.0]",10839.257493643789,109.0,7150.0,"[0.0, 0.0, 0.0]",2.2120121043994142e-09
121,3,10839.275177560075,"[3587.6605097463994, 5831.879992922977, 1.895]",,"[-0.029158143241237004, 30.053073945100184, 0.0]","[0.0, 0.0, 0.0]",10839.275061709852,73.0,7191.0,"[0.0, 0.0, 0.0]",1.313323645e-06
122,2,10839.3,"[3594.503335107602, 5821.119295311089, 1.895]","[0.0, 0.0, 0.0]","[-0.018738801590578003, -32.16281057610012, 0.0]","[0.0, 0.0, 0.0]",,,,,
123,3,10839.32896846696,"[3587.620581832575, 5873.033386563801, 1.895]",,"[-0.02906047704039, 29.95241014573001, 0.0]","[0.0, 0.0, 0.0]",10839.328857387787,67.0,7232.0,"[0.0, 0.0, 0.0]",6.961194254484419e-08
124,2,10839.4,"[3594.5014634516915, 5817.906831897173, 1.895]","[0.0, 0.0, 0.0]","[-0.018716488518757003, -32.124512982452394, 0.0]","[0.0, 0.0, 0.0]",,,,,
125,3,10839.438078734356,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-0.017247389319593, -29.57280491060566, 0.0]","[0.0, 0.0, 0.0]",10839.43797254567,85.0,7318.0,"[0.0, 0.0, 0.0]",2.449014107728503e-07
126,2,10839.5,"[3594.499592577879, 5814.695710856909, 1.895]","[0.0, 0.0, 0.0]","[-0.018708667567111002, -32.111089296570476, 0.0]","[0.0, 0.0, 0.0]",,,,,
127,3,10839.567085455588,"[3592.7557904360374, 5922.9192104428785, 1.895]",,"[-1.180017381637059, -30.20453331006907, 0.0]","[0.0, 0.0, 0.0]",10839.566975898064,103.0,7367.0,"[0.0, 0.0, 0.0]",1.3140571329041791e-08
128,3,10839.569718941244,"[3597.377410783461, 5995.639533205822, 1.895]",,"[-1.9972312557685492, -30.08694570092376, 0.0]","[0.0, 0.0, 0.0]",10839.569601418032,115.0,7416.0,"[0.0, 0.0, 0.0]",1.590993180920644e-09
129,2,10839.6,"[3594.497719063424, 5811.4800574845085, 1.895]","[0.0, 0.0, 0.0]","[-0.018735073888813, -32.15641244698478, 0.0]","[0.0, 0.0, 0.0]",,,,,
130,2,10839.699999999999,"[3594.4958478668736, 5808.268382505408, 1.895]","[0.0, 0.0, 0.0]","[-0.01871189493144, -32.11662866402134, 0.0]","[0.0, 0.0, 0.0]",,,,,
131,2,10839.8,"[3594.4939806860466, 5805.063600013199, 1.895]","[0.0, 0.0, 0.0]","[-0.018671737850996, -32.047704055072124, 0.0]","[0.0, 0.0, 0.0]",,,,,
132,2,10839.9,"[3594.4921087219104, 5801.850607568852, 1.895]","[0.0, 0.0, 0.0]","[-0.018719570761481, -32.12980326680794, 0.0]","[0.0, 0.0, 0.0]",,,,,
133,2,10840.0,"[3594.490240031436, 5798.643233955833, 1.895]","[0.0, 0.0, 0.0]","[-0.018686834266617002, -32.07361516543504, 0.0]","[0.0, 0.0, 0.0]",,,,,
134,2,10840.1,"[3594.4883661137565, 5795.426888498609, 1.895]","[0.0, 0.0, 0.0]","[-0.018739106120782, -32.16333326912995, 0.0]","[0.0, 0.0, 0.0]",,,,,
135,3,10840.189205258248,"[3596.4601491788085, 5700.16379889529, 1.895]",,"[1.648669167056049, -38.39150974018959, 0.0]","[0.0, 0.0, 0.0]",10840.189088077565,91.0,7512.0,"[0.0, 0.0, 0.0]",3.5165003524182395e-09
136,2,10840.199999999999,"[3594.4864963035966, 5792.21759308528, 1.895]","[0.0, 0.0, 0.0]","[-0.018698031080033, -32.092833096062286, 0.0]","[0.0, 0.0, 0.0]",,,,,
137,3,10840.257606229728,"[3593.547112848314, 5937.938670744189, 1.895]",,"[-1.997351273972142, -30.08875369448652, 0.0]","[0.0, 0.0, 0.0]",10840.257493643789,109.0,7557.0,"[0.0, 0.0, 0.0]",2.0340825357073423e-09
138,2,10840.3,"[3594.484626975966, 5789.009125873774, 1.895]","[0.0, 0.0, 0.0]","[-0.018693205801756003, -32.084551109059525, 0.0]","[0.0, 0.0, 0.0]",,,,,
139,3,10840.328964505612,"[3588.4181065580965, 5902.920248955903, 1.895]",,"[1.272030124329152, 29.876565407488094, 0.0]","[0.0, 0.0, 0.0]",10840.328857387787,67.0,7643.0,"[0.0, 0.0, 0.0]",2.267382620421094e-08
140,2,10840.4,"[3594.482758162791, 5785.8015416607095, 1.895]","[0.0, 0.0, 0.0]","[-0.018688061269755002, -32.075721157958704, 0.0]","[0.0, 0.0, 0.0]",,,,,
141,3,10840.438087755716,"[3608.938249460167, 6043.430271593089, 1.895]",,"[-0.01722344138538, -29.53174318854072, 0.0]","[0.0, 0.0, 0.0]",10840.43797254567,85.0,7725.0,"[0.0, 0.0, 0.0]",2.553290881952695e-07
142,2,10840.5,"[3594.4808914350865, 5782.597536896187, 1.895]","[0.0, 0.0, 0.0]","[-0.018667206645668, -32.03992680752665, 0.0]","[0.0, 0.0, 0.0]",,,,,
143,3,10840.567081489866,"[3591.576119461441, 5892.723544004724, 1.895]",,"[-1.180780131897551, -30.224057188283766, 0.0]","[0.0, 0.0, 0.0]",10840.566975898064,103.0,7766.0,"[0.0, 0.0, 0.0]",1.257315603530182e-08
144,2,10840.6,"[3594.479020546037, 5779.38638970484, 1.895]","[0.0, 0.0, 0.0]","[-0.018708819931727003, -32.11135080639627, 0.0]","[0.0, 0.0, 0.0]",,,,,
145,2,10840.699999999999,"[3594.477148825632, 5776.173815594102, 1.895]","[0.0, 0.0, 0.0]","[-0.018717133461763, -32.125619946504834, 0.0]","[0.0, 0.0, 0.0]",,,,,
146,2,10840.8,"[3594.475277920723, 5772.962641180496, 1.895]","[0.0, 0.0, 0.0]","[-0.018708978531439, -32.11162302796887, 0.0]","[0.0, 0.0, 0.0]",,,,,
147,2,10840.9,"[3594.473409809145, 5769.7562611712, 1.895]","[0.0, 0.0, 0.0]","[-0.018681045322034, -32.063679165676255, 0.0]","[0.0, 0.0, 0.0]",,,,,
148,2,10841.0,"[3594.471538375623, 5766.544179459911, 1.895]","[0.0, 0.0, 0.0]","[-0.018714264638853003, -32.12069597058299, 0.0]","[0.0, 0.0, 0.0]",,,,,
149,2,10841.1,"[3594.4696714201964, 5763.339783839379, 1.895]","[0.0, 0.0, 0.0]","[-0.018669483855109, -32.043835352880755, 0.0]","[0.0, 0.0, 0.0]",,,,,
150,3,10841.189198640352,"[3598.1072554655675, 5661.808682954079, 1.895]",,"[1.64589943536155, -38.32701276078377, 0.0]","[0.0, 0.0, 0.0]",10841.189088077565,91.0,7907.0,"[0.0, 0.0, 0.0]",1.188834210437239e-07
151,2,10841.199999999999,"[3594.4678004037137, 5760.128417923927, 1.895]","[0.0, 0.0, 0.0]","[-0.018710094261529, -32.113538039203455, 0.0]","[0.0, 0.0, 0.0]",,,,,
152,3,10841.257599624632,"[3592.1632471739963, 5907.752067166432, 1.895]",,"[-1.179918985990783, -30.202014707697817, 0.0]","[0.0, 0.0, 0.0]",10841.257493643789,109.0,7956.0,"[0.0, 0.0, 0.0]",1.8009787486776001e-09
153,2,10841.3,"[3594.4659305454184, 5756.919039892686, 1.895]","[0.0, 0.0, 0.0]","[-0.018698512432300002, -32.09365927206857, 0.0]","[0.0, 0.0, 0.0]",,,,,
154,3,10841.328970900557,"[3589.7722616907495, 5932.792084468513, 1.895]",,"[1.720846526823542, 29.881347675844278, 0.0]","[0.0, 0.0, 0.0]",10841.328857387787,67.0,8034.0,"[0.0, 0.0, 0.0]",3.540047745795497e-09
155,2,10841.4,"[3594.464062065778, 5753.712028149441, 1.895]","[0.0, 0.0, 0.0]","[-0.018684725937093003, -32.069996481347125, 0.0]","[0.0, 0.0, 0.0]",,,,,
156,3,10841.438087133776,"[3608.938249460167, 6043.430271593089, 1.895]",,"[1.2664961488922541, -29.51888062747415, 0.0]","[0.0, 0.0, 0.0]",10841.43797254567,85.0,8116.0,"[0.0, 0.0, 0.0]",4.735937406270631e-08
157,2,10841.5,"[3594.462188708891, 5750.496645222776, 1.895]","[0.0, 0.0, 0.0]","[-0.018733498214994003, -32.153707999833486, 0.0]","[0.0, 0.0, 0.0]",,,,,
158,3,10841.567093646894,"[3591.2274233968956, 5862.511823791216, 1.895]",,"[-0.017539481430272, -30.135021528070133, 0.0]","[0.0, 0.0, 0.0]",10841.566975898064,103.0,8158.0,"[0.0, 0.0, 0.0]",2.0070112910661552e-08
159,3,10841.569714132027,"[3593.367803337425, 5935.237493550913, 1.895]",,"[-2.006464073684687, -30.226031893619215, 0.0]","[0.0, 0.0, 0.0]",10841.569601418032,115.0,8200.0,"[0.0, 0.0, 0.0]",2.053974075295168e-08
160,2,10841.6,"[3594.460315931425, 5747.28225680017, 1.895]","[0.0, 0.0, 0.0]","[-0.018727704027773, -32.14376299674341, 0.0]","[0.0, 0.0, 0.0]",,,,,
161,2,10841.699999999999,"[3594.5745223235235, 5744.073191529957, 1.895]","[0.0, 0.0, 0.0]","[0.727025711372668, -32.106880870072416, 0.0]","[0.0, 0.0, 0.0]",,,,,
162,3,10841.797292842113,"[3624.3124245065137, 5317.575640845156, 1.895]",,"[-5.429850684584109, 34.94292616297822, 0.0]","[0.0, 0.0, 0.0]",10841.797179610188,121.0,8264.0,"[0.0, 0.0, 0.0]",7.789829291073127e-09
163,2,10841.8,"[3594.7123260316193, 5740.864244272788, 1.895]","[0.0, 0.0, 0.0]","[1.378031883751886, -32.089351547583874, 0.0]","[0.0, 0.0, 0.0]",,,,,
164,2,10841.9,"[3594.850180336324, 5737.654118804609, 1.895]","[0.0, 0.0, 0.0]","[1.378537847926071, -32.1011336132571, 0.0]","[0.0, 0.0, 0.0]",,,,,
165,2,10842.0,"[3594.9881153182373, 5734.44211465759, 1.895]","[0.0, 0.0, 0.0]","[1.37934461697634, -32.11992033080608, 0.0]","[0.0, 0.0, 0.0]",,,,,
166,2,10842.1,"[3595.1259867202352, 5731.2315910556135, 1.895]","[0.0, 0.0, 0.0]","[1.378708820214991, -32.10511493621681, 0.0]","[0.0, 0.0, 0.0]",,,,,
167,3,10842.189197850572,"[3600.6079120456907, 5623.517038975048, 1.895]",,"[3.2218157255542152, -38.27105288516327, 0.0]","[0.0, 0.0, 0.0]",10842.189088077565,91.0,8316.0,"[0.0, 0.0, 0.0]",4.7925984269652624e-08
168,2,10842.199999999999,"[3595.2639274799094, 5728.019452365569, 1.895]","[0.0, 0.0, 0.0]","[1.379402394363007, -32.121265755974065, 0.0]","[0.0, 0.0, 0.0]",,,,,
169,3,10842.231561649152,"[3641.690118291042, 5206.157237446962, 1.895]",,"[-5.482149999692313, 35.14383362090838, 0.0]","[0.0, 0.0, 0.0]",10842.231450251304,127.0,8366.0,"[0.0, 0.0, 0.0]",1.7004495269231462e-09
