,type,rcvTime,pos,noise,spd,spd_noise,sendTime,sender,messageID,pos_noise,RSSI
99,2,10831.0,"[5857.112501916716, 5710.974266166223, 1.895]","[0.0, 0.0, 0.0]","[4.9538781429950856, 0.44701661357703704, 0.0]","[0.0, 0.0, 0.0]",,,,,
100,2,10831.1,"[5857.584625571782, 5711.016868570115, 1.895]","[0.0, 0.0, 0.0]","[4.721284586534806, 0.42602837346541905, 0.0]","[0.0, 0.0, 0.0]",,,,,
101,2,10831.199999999999,"[5858.031351476951, 5711.057179190513, 1.895]","[0.0, 0.0, 0.0]","[4.467304503482349, 0.40311030536470605, 0.0]","[0.0, 0.0, 0.0]",,,,,
102,2,10831.3,"[5858.4547761051, 5711.095387204097, 1.895]","[0.0, 0.0, 0.0]","[4.234289362513136, 0.38208402328398405, 0.0]","[0.0, 0.0, 0.0]",,,,,
103,2,10831.4,"[5858.85452771378, 5711.131459066429, 1.895]","[0.0, 0.0, 0.0]","[3.997556759230565, 0.360722293425491, 0.0]","[0.0, 0.0, 0.0]",,,,,
104,2,10831.5,"[5859.229584404107, 5711.169556911119, 1.895]","[0.0, 0.0, 0.0]","[3.75481696372366, 0.34015516176291105, 0.0]","[0.0, 0.0, 0.0]",,,,,
105,2,10831.6,"[5859.593346713612, 5711.211506919392, 1.895]","[0.0, 0.0, 0.0]","[3.646584156552872, 0.33313500974388305, 0.0]","[0.0, 0.0, 0.0]",,,,,
106,2,10831.699999999999,"[5859.936016370563, 5711.251024468541, 1.895]","[0.0, 0.0, 0.0]","[3.434913239853222, 0.31626919474528203, 0.0]","[0.0, 0.0, 0.0]",,,,,
107,2,10831.8,"[5860.257776696959, 5711.288130699731, 1.895]","[0.0, 0.0, 0.0]","[3.225118873198451, 0.29913162852928304, 0.0]","[0.0, 0.0, 0.0]",,,,,
108,2,10831.9,"[5860.560461132092, 5711.323037049911, 1.895]","[0.0, 0.0, 0.0]","[3.033736431373776, 0.28330942917123403, 0.0]","[0.0, 0.0, 0.0]",,,,,
109,2,10832.0,"[5860.836154026537, 5711.354830665964, 1.895]","[0.0, 0.0, 0.0]","[2.7630578390036, 0.25963186934701304, 0.0]","[0.0, 0.0, 0.0]",,,,,
110,2,10832.1,"[5861.095740980572, 5711.384766903406, 1.895]","[0.0, 0.0, 0.0]","[2.601507862998042, 0.245870466720627, 0.0]","[0.0, 0.0, 0.0]",,,,,
111,2,10832.199999999999,"[5861.341435308762, 5711.413101007382, 1.895]","[0.0, 0.0, 0.0]","[2.462160470344258, 0.23397163303749102, 0.0]","[0.0, 0.0, 0.0]",,,,,
112,2,10832.3,"[5861.576819898564, 5711.440246165722, 1.895]","[0.0, 0.0, 0.0]","[2.358734012060504, 0.22530996159853703, 0.0]","[0.0, 0.0, 0.0]",,,,,
113,2,10832.4,"[5861.794560636776, 5711.465356589564, 1.895]","[0.0, 0.0, 0.0]","[2.181834369746895, 0.20941057464048302, 0.0]","[0.0, 0.0, 0.0]",,,,,
114,2,10832.5,"[5861.99235896791, 5711.488167203558, 1.895]","[0.0, 0.0, 0.0]","[1.9819263184655551, 0.19104745913267002, 0.0]","[0.0, 0.0, 0.0]",,,,,
115,2,10832.6,"[5862.182372382778, 5711.510080040918, 1.895]","[0.0, 0.0, 0.0]","[1.903849200055379, 0.18428157194731, 0.0]","[0.0, 0.0, 0.0]",,,,,
116,2,10832.699999999999,"[5862.355957802849, 5711.5300983595225, 1.895]","[0.0, 0.0, 0.0]","[1.739187092619653, 0.16897781410363702, 0.0]","[0.0, 0.0, 0.0]",,,,,
117,2,10832.8,"[5862.51755021449, 5711.548733613446, 1.895]","[0.0, 0.0, 0.0]","[1.618973714902113, 0.15784793761836302, 0.0]","[0.0, 0.0, 0.0]",,,,,
118,2,10832.9,"[5862.665914814851, 5711.565843402036, 1.895]","[0.0, 0.0, 0.0]","[1.486401117933847, 0.145385883542407, 0.0]","[0.0, 0.0, 0.0]",,,,,
119,2,10833.0,"[5862.804070976993, 5711.581775927186, 1.895]","[0.0, 0.0, 0.0]","[1.384088159673612, 0.135780604765802, 0.0]","[0.0, 0.0, 0.0]",,,,,
120,2,10833.1,"[5862.928982772522, 5711.5961810778, 1.895]","[0.0, 0.0, 0.0]","[1.251370311014615, 0.123089479707499, 0.0]","[0.0, 0.0, 0.0]",,,,,
121,2,10833.199999999999,"[5863.045910757257, 5711.6096655147485, 1.895]","[0.0, 0.0, 0.0]","[1.171360151910907, 0.115507364817182, 0.0]","[0.0, 0.0, 0.0]",,,,,
122,2,10833.3,"[5863.1500300064345, 5711.6216728152585, 1.895]","[0.0, 0.0, 0.0]","[1.043022586461494, 0.10308040029256, 0.0]","[0.0, 0.0, 0.0]",,,,,
123,2,10833.4,"[5863.24618340457, 5711.63276147327, 1.895]","[0.0, 0.0, 0.0]","[0.9632049807535541, 0.095386895206007, 0.0]","[0.0, 0.0, 0.0]",,,,,
124,2,10833.5,"[5863.3367133486, 5711.643201620041, 1.895]","[0.0, 0.0, 0.0]","[0.9068557656756581, 0.089979233478786, 0.0]","[0.0, 0.0, 0.0]",,,,,
125,2,10833.6,"[5863.419070165703, 5711.652699220723, 1.895]","[0.0, 0.0, 0.0]","[0.824969939302249, 0.081997310810901, 0.0]","[0.0, 0.0, 0.0]",,,,,
126,2,10833.699999999999,"[5863.494128979678, 5711.66135519685, 1.895]","[0.0, 0.0, 0.0]","[0.751854001072302, 0.074848684631726, 0.0]","[0.0, 0.0, 0.0]",,,,,
127,2,10833.8,"[5863.56055579624, 5711.6690157087605, 1.895]","[0.0, 0.0, 0.0]","[0.6653792795104171, 0.06633289504715201, 0.0]","[0.0, 0.0, 0.0]",,,,,
128,2,10833.9,"[5863.622693392274, 5711.67618157669, 1.895]","[0.0, 0.0, 0.0]","[0.622407294622595, 0.062130277681790004, 0.0]","[0.0, 0.0, 0.0]",,,,,
129,2,10834.0,"[5863.680319480896, 5711.682827165942, 1.895]","[0.0, 0.0, 0.0]","[0.577210421708184, 0.057688568930119005, 0.0]","[0.0, 0.0, 0.0]",,,,,
130,2,10834.1,"[5863.7307921147185, 5711.688647800327, 1.895]","[0.0, 0.0, 0.0]","[0.5055526889303841, 0.050580495135951004, 0.0]","[0.0, 0.0, 0.0]",,,,,
131,2,10834.199999999999,"[5863.776983621703, 5711.693974724117, 1.895]","[0.0, 0.0, 0.0]","[0.462666874006516, 0.046334724086979, 0.0]","[0.0, 0.0, 0.0]",,,,,
132,2,10834.3,"[5863.821609070021, 5711.699121045979, 1.895]","[0.0, 0.0, 0.0]","[0.44697663664416604, 0.044805347557678, 0.0]","[0.0, 0.0, 0.0]",,,,,
133,2,10834.4,"[5863.865068572894, 5711.704132908004, 1.895]","[0.0, 0.0, 0.0]","[0.43529436342780203, 0.043674097002516, 0.0]","[0.0, 0.0, 0.0]",,,,,
134,2,10834.5,"[5863.908636370389, 5711.709157258844, 1.895]","[0.0, 0.0, 0.0]","[0.43637507815463406, 0.043822517777255, 0.0]","[0.0, 0.0, 0.0]",,,,,
135,2,10834.6,"[5863.951943901346, 5711.714151595075, 1.895]","[0.0, 0.0, 0.0]","[0.43376431808550503, 0.043599849051121006, 0.0]","[0.0, 0.0, 0.0]",,,,,
136,2,10834.699999999999,"[5863.994846505543, 5711.7190992341075, 1.895]","[0.0, 0.0, 0.0]","[0.42970474764717004, 0.04323058012953, 0.0]","[0.0, 0.0, 0.0]",,,,,
137,2,10834.8,"[5864.039227813961, 5711.724217401127, 1.895]","[0.0, 0.0, 0.0]","[0.444511047419327, 0.044761671220597, 0.0]","[0.0, 0.0, 0.0]",,,,,
138,2,10834.9,"[5864.083430274522, 5711.72931494295, 1.895]","[0.0, 0.0, 0.0]","[0.44271565064343704, 0.044622042448330006, 0.0]","[0.0, 0.0, 0.0]",,,,,
139,2,10835.0,"[5864.126793329746, 5711.734315682383, 1.895]","[0.0, 0.0, 0.0]","[0.43430451964021105, 0.043813887709381, 0.0]","[0.0, 0.0, 0.0]",,,,,
140,2,10835.1,"[5864.171485843665, 5711.739469738423, 1.895]","[0.0, 0.0, 0.0]","[0.44761556490588206, 0.045198828119511, 0.0]","[0.0, 0.0, 0.0]",,,,,
141,2,10835.199999999999,"[5864.215126979001, 5711.744502546772, 1.895]","[0.0, 0.0, 0.0]","[0.437081524135411, 0.044175261008661, 0.0]","[0.0, 0.0, 0.0]",,,,,
142,2,10835.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.032538888644849, 0.0032888855393740004, 0.0]","[0.0, 0.0, 0.0]",,,,,
143,2,10835.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
144,2,10835.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
145,2,10835.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
146,2,10835.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
147,2,10835.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
148,2,10835.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
149,2,10836.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
150,2,10836.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
151,2,10836.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
152,2,10836.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
153,2,10836.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
154,2,10836.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
155,2,10836.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
156,2,10836.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
157,2,10836.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
158,2,10836.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
159,2,10837.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
160,2,10837.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
161,2,10837.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
162,2,10837.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
163,2,10837.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
164,2,10837.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
165,2,10837.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
166,2,10837.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
167,2,10837.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
168,2,10837.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
169,2,10838.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
170,2,10838.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
171,2,10838.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
172,2,10838.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
173,2,10838.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
174,2,10838.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
175,2,10838.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
176,2,10838.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
177,2,10838.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
178,2,10838.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
179,2,10839.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
180,2,10839.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
181,2,10839.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
182,2,10839.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
183,2,10839.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
184,2,10839.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
185,2,10839.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
186,2,10839.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
187,2,10839.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
188,2,10839.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
189,2,10840.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
190,2,10840.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
191,2,10840.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
192,2,10840.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
193,2,10840.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
194,2,10840.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
195,2,10840.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
196,2,10840.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
197,2,10840.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
198,2,10840.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
199,2,10841.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
200,2,10841.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
201,2,10841.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
202,2,10841.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
203,2,10841.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
204,2,10841.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
205,2,10841.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
206,2,10841.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
207,2,10841.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
208,2,10841.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
209,2,10842.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
210,2,10842.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
211,2,10842.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
212,2,10842.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
213,2,10842.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
214,2,10842.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
215,2,10842.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
216,2,10842.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
217,2,10842.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
218,2,10842.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
219,2,10843.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
220,2,10843.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
221,2,10843.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
222,2,10843.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
223,2,10843.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
224,2,10843.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
225,2,10843.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
226,2,10843.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
227,2,10843.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
228,2,10843.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
229,2,10844.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
230,2,10844.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
231,2,10844.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
232,2,10844.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
233,2,10844.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
234,2,10844.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
235,2,10844.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
236,2,10844.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
237,2,10844.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
238,2,10844.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
239,2,10845.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
240,2,10845.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
241,2,10845.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
242,2,10845.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
243,2,10845.4,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
244,2,10845.5,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
245,2,10845.6,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
246,2,10845.699999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
247,2,10845.8,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
248,2,10845.9,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
249,2,10846.0,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
250,2,10846.1,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
251,2,10846.199999999999,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
252,2,10846.3,"[5864.218375880946, 5711.744877218529, 1.895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,
