,type,rcvTime,pos,noise,spd,spd_noise,sendTime,sender,messageID,pos_noise,RSSI
127,2,10827.6,"[3605.31912681227, 5482.862131896497, 1.895]","[0.0, 0.0, 0.0]","[-3.068844070778458, 30.195591575855747, 0.0]","[0.0, 0.0, 0.0]",,,,,
128,3,10827.636581965984,"[3606.0737267317136, 5519.290604790892, 1.895]",,"[2.618074102292257, -31.10150439371165, 0.0]","[0.0, 0.0, 0.0]",10827.636468096216,61.0,4185.0,"[0.0, 0.0, 0.0]",5.571482150418457e-08
129,3,10827.639930000587,"[3601.982261081784, 5523.596462767221, 1.895]",,"[-2.44821469132504, 29.886245157507137, 0.0]","[0.0, 0.0, 0.0]",10827.639813380687,67.0,4206.0,"[0.0, 0.0, 0.0]",3.129725486021121e-07
130,2,10827.699999999999,"[3605.070661270067, 5485.895240934602, 1.895]","[0.0, 0.0, 0.0]","[-2.569830588394794, 30.36068804758628, 0.0]","[0.0, 0.0, 0.0]",,,,,
131,2,10827.8,"[3604.8235409635463, 5488.911928192563, 1.895]","[0.0, 0.0, 0.0]","[-2.474172188685014, 30.20311774738043, 0.0]","[0.0, 0.0, 0.0]",,,,,
132,2,10827.9,"[3604.5757187657705, 5491.93718369178, 1.895]","[0.0, 0.0, 0.0]","[-2.481199534383321, 30.28890310641472, 0.0]","[0.0, 0.0, 0.0]",,,,,
133,2,10828.0,"[3604.3273741607595, 5494.968816405695, 1.895]","[0.0, 0.0, 0.0]","[-2.48642988340369, 30.35275187494548, 0.0]","[0.0, 0.0, 0.0]",,,,,
134,3,10828.068183789183,"[3876.260127643707, 5220.663366242535, 1.895]",,"[3.979241656526914, -32.12751638538556, 0.0]","[0.0, 0.0, 0.0]",10828.068074076204,49.0,4253.0,"[0.0, 0.0, 0.0]",3.521619874301058e-09
135,2,10828.1,"[3604.0797246866837, 5497.991963404028, 1.895]","[0.0, 0.0, 0.0]","[-2.479470222128216, 30.26779276417048, 0.0]","[0.0, 0.0, 0.0]",,,,,
136,2,10828.199999999999,"[3603.831806834795, 5501.018386587717, 1.895]","[0.0, 0.0, 0.0]","[-2.482157224789968, 30.300593980740185, 0.0]","[0.0, 0.0, 0.0]",,,,,
137,2,10828.3,"[3603.584628771332, 5504.035778905631, 1.895]","[0.0, 0.0, 0.0]","[-2.474750452052713, 30.210176818124857, 0.0]","[0.0, 0.0, 0.0]",,,,,
138,2,10828.4,"[3603.336940197883, 5507.059403204206, 1.895]","[0.0, 0.0, 0.0]","[-2.479861685636478, 30.272571501304963, 0.0]","[0.0, 0.0, 0.0]",,,,,
139,2,10828.5,"[3603.089229504531, 5510.083297528463, 1.895]","[0.0, 0.0, 0.0]","[-2.4800831504335292, 30.275275002448826, 0.0]","[0.0, 0.0, 0.0]",,,,,
140,2,10828.6,"[3602.842265461356, 5513.098077223055, 1.895]","[0.0, 0.0, 0.0]","[-2.472607677740986, 30.184019194525483, 0.0]","[0.0, 0.0, 0.0]",,,,,
141,3,10828.636583896809,"[3608.6997220892717, 5488.094999563584, 1.895]",,"[2.628455630230392, -31.22483212400724, 0.0]","[0.0, 0.0, 0.0]",10828.636468096216,61.0,4308.0,"[0.0, 0.0, 0.0]",9.940991736059912e-08
142,3,10828.639919166031,"[3599.5403989462197, 5553.405159971319, 1.895]",,"[-2.448105446665288, 29.88491156833262, 0.0]","[0.0, 0.0, 0.0]",10828.639813380687,67.0,4329.0,"[0.0, 0.0, 0.0]",1.630812856984585e-08
143,2,10828.699999999999,"[3602.5944608878917, 5516.123117575911, 1.895]","[0.0, 0.0, 0.0]","[-2.481023079517286, 30.286749057855843, 0.0]","[0.0, 0.0, 0.0]",,,,,
144,2,10828.8,"[3602.3473525492896, 5519.139658737148, 1.895]","[0.0, 0.0, 0.0]","[-2.474052365705951, 30.201655024797653, 0.0]","[0.0, 0.0, 0.0]",,,,,
145,2,10828.9,"[3602.0993722194626, 5522.166844611701, 1.895]","[0.0, 0.0, 0.0]","[-2.4827827548353723, 30.308230053028222, 0.0]","[0.0, 0.0, 0.0]",,,,,
146,2,10829.0,"[3601.852273085711, 5525.183273405983, 1.895]","[0.0, 0.0, 0.0]","[-2.4739602066041453, 30.200530005170563, 0.0]","[0.0, 0.0, 0.0]",,,,,
147,3,10829.068186341592,"[3880.2366005018484, 5188.5582045224655, 1.895]",,"[3.9770733381143613, -32.11000986244952, 0.0]","[0.0, 0.0, 0.0]",10829.068074076204,49.0,4380.0,"[0.0, 0.0, 0.0]",4.0277671686310596e-09
148,2,10829.1,"[3601.604994187258, 5528.20189665322, 1.895]","[0.0, 0.0, 0.0]","[-2.47576001347819, 30.22250090083323, 0.0]","[0.0, 0.0, 0.0]",,,,,
149,2,10829.199999999999,"[3601.3581175227255, 5531.215609685015, 1.895]","[0.0, 0.0, 0.0]","[-2.4717328414715682, 30.173339750719702, 0.0]","[0.0, 0.0, 0.0]",,,,,
150,2,10829.3,"[3601.1111724098255, 5534.230158290874, 1.895]","[0.0, 0.0, 0.0]","[-2.472418147549533, 30.18170553069612, 0.0]","[0.0, 0.0, 0.0]",,,,,
151,2,10829.4,"[3600.863728837065, 5537.250791777134, 1.895]","[0.0, 0.0, 0.0]","[-2.477408735094322, 30.24262744386493, 0.0]","[0.0, 0.0, 0.0]",,,,,
152,2,10829.5,"[3600.6166228135125, 5540.267304677723, 1.895]","[0.0, 0.0, 0.0]","[-2.474029187397804, 30.201372078774423, 0.0]","[0.0, 0.0, 0.0]",,,,,
153,2,10829.6,"[3600.369792384315, 5543.28045329801, 1.895]","[0.0, 0.0, 0.0]","[-2.471269932609937, 30.167688854291224, 0.0]","[0.0, 0.0, 0.0]",,,,,
154,3,10829.636573820117,"[3612.2449070614484, 5456.991497931263, 1.895]",,"[3.840775817009731, -31.017087415096032, 0.0]","[0.0, 0.0, 0.0]",10829.636468096216,61.0,4445.0,"[0.0, 0.0, 0.0]",1.7964859840962e-08
155,3,10829.639927609436,"[3597.098967105029, 5583.208604415845, 1.895]",,"[-2.4492315754674, 29.898658631244977, 0.0]","[0.0, 0.0, 0.0]",10829.639813380687,67.0,4463.0,"[0.0, 0.0, 0.0]",1.7850919171812e-07
156,2,10829.699999999999,"[3600.1221157735076, 5546.303931564272, 1.895]","[0.0, 0.0, 0.0]","[-2.479741915487964, 30.27110942361101, 0.0]","[0.0, 0.0, 0.0]",,,,,
157,3,10829.791075817182,"[3611.3037689282446, 6063.981701077754, 1.895]",,"[-3.375519110194087, -29.326219421747016, 0.0]","[0.0, 0.0, 0.0]",10829.79096907964,85.0,4517.0,"[0.0, 0.0, 0.0]",2.487255736744061e-09
158,2,10829.8,"[3599.875275881945, 5549.317195695083, 1.895]","[0.0, 0.0, 0.0]","[-2.4713646699527763, 30.16884534738125, 0.0]","[0.0, 0.0, 0.0]",,,,,
159,2,10829.9,"[3599.628724930669, 5552.326932626968, 1.895]","[0.0, 0.0, 0.0]","[-2.468471795502725, 30.13353097921675, 0.0]","[0.0, 0.0, 0.0]",,,,,
160,2,10830.0,"[3599.382324938483, 5555.33482674645, 1.895]","[0.0, 0.0, 0.0]","[-2.466960390838347, 30.115080713984415, 0.0]","[0.0, 0.0, 0.0]",,,,,
161,3,10830.068187830264,"[3884.6115574877585, 5156.543742776626, 1.895]",,"[5.01793894341653, -31.875316697396947, 0.0]","[0.0, 0.0, 0.0]",10830.068074076204,49.0,4539.0,"[0.0, 0.0, 0.0]",2.0446826950846743e-08
162,2,10830.1,"[3599.1359276082553, 5558.342688370448, 1.895]","[0.0, 0.0, 0.0]","[-2.46693373927772, 30.114755368716988, 0.0]","[0.0, 0.0, 0.0]",,,,,
163,2,10830.199999999999,"[3598.8889268149915, 5561.3579166867175, 1.895]","[0.0, 0.0, 0.0]","[-2.472975620180874, 30.188510801438174, 0.0]","[0.0, 0.0, 0.0]",,,,,
164,2,10830.3,"[3598.6423259799485, 5564.368262567842, 1.895]","[0.0, 0.0, 0.0]","[-2.468971232514744, 30.139627788065297, 0.0]","[0.0, 0.0, 0.0]",,,,,
165,2,10830.4,"[3598.395448329005, 5567.381987641117, 1.895]","[0.0, 0.0, 0.0]","[-2.471742717436129, 30.173460310198326, 0.0]","[0.0, 0.0, 0.0]",,,,,
166,2,10830.5,"[3598.1492969079422, 5570.386847362703, 1.895]","[0.0, 0.0, 0.0]","[-2.464471693054813, 30.0847002770623, 0.0]","[0.0, 0.0, 0.0]",,,,,
167,2,10830.6,"[3597.90298890192, 5573.3936185737075, 1.895]","[0.0, 0.0, 0.0]","[-2.466039424001464, 30.1038381376015, 0.0]","[0.0, 0.0, 0.0]",,,,,
168,3,10830.639923984107,"[3594.6578825249408, 5613.007809718077, 1.895]",,"[-2.448433958060055, 29.888921826105108, 0.0]","[0.0, 0.0, 0.0]",10830.639813380687,67.0,4614.0,"[0.0, 0.0, 0.0]",4.093705045121425e-07
169,3,10830.687877995375,"[3608.019963658246, 6064.301006771516, 1.895]",,"[-4.388947282704725, -38.10766954717908, 0.0]","[0.0, 0.0, 0.0]",10830.687764557591,91.0,4676.0,"[0.0, 0.0, 0.0]",2.6496155680098813e-09
170,2,10830.699999999999,"[3597.65555255972, 5576.41416379389, 1.895]","[0.0, 0.0, 0.0]","[-2.4773363426130772, 30.24174372258084, 0.0]","[0.0, 0.0, 0.0]",,,,,
171,2,10830.8,"[3597.4084627769153, 5579.430478437776, 1.895]","[0.0, 0.0, 0.0]","[-2.473866584790492, 30.199387129717337, 0.0]","[0.0, 0.0, 0.0]",,,,,
172,2,10830.9,"[3597.161674071655, 5582.443117718821, 1.895]","[0.0, 0.0, 0.0]","[-2.47085219192985, 30.16258934221294, 0.0]","[0.0, 0.0, 0.0]",,,,,
173,2,10831.0,"[3596.9150367672196, 5585.453908795057, 1.895]","[0.0, 0.0, 0.0]","[-2.469336364617803, 30.144085088148312, 0.0]","[0.0, 0.0, 0.0]",,,,,
174,3,10831.06819199386,"[3889.6438525875897, 5124.57723185838, 1.895]",,"[5.030760437039084, -31.956762321651915, 0.0]","[0.0, 0.0, 0.0]",10831.068074076204,49.0,4725.0,"[0.0, 0.0, 0.0]",1.515687836775889e-08
175,2,10831.1,"[3596.6678556317074, 5588.471338614588, 1.895]","[0.0, 0.0, 0.0]","[-2.474781209452658, 30.21055228487201, 0.0]","[0.0, 0.0, 0.0]",,,,,
176,2,10831.199999999999,"[3596.421904697867, 5591.473750915895, 1.895]","[0.0, 0.0, 0.0]","[-2.4624644120016, 30.060196668800792, 0.0]","[0.0, 0.0, 0.0]",,,,,
177,2,10831.3,"[3596.1751685230547, 5594.485748938697, 1.895]","[0.0, 0.0, 0.0]","[-2.470326256303279, 30.156169055137074, 0.0]","[0.0, 0.0, 0.0]",,,,,
178,2,10831.4,"[3595.9286557906667, 5597.495019318742, 1.895]","[0.0, 0.0, 0.0]","[-2.468089147424137, 30.12885985524064, 0.0]","[0.0, 0.0, 0.0]",,,,,
179,2,10831.5,"[3595.6823776710985, 5600.501425694959, 1.895]","[0.0, 0.0, 0.0]","[-2.465740200379019, 30.100185406263133, 0.0]","[0.0, 0.0, 0.0]",,,,,
180,2,10831.6,"[3595.4356568444905, 5603.513236356665, 1.895]","[0.0, 0.0, 0.0]","[-2.470172589854955, 30.15429319306726, 0.0]","[0.0, 0.0, 0.0]",,,,,
181,3,10831.636580292969,"[3619.939268463872, 5394.853874806958, 1.895]",,"[3.837290023257278, -30.98893706873841, 0.0]","[0.0, 0.0, 0.0]",10831.636468096216,61.0,4775.0,"[0.0, 0.0, 0.0]",4.1582987190597335e-09
182,3,10831.639928556071,"[3592.2148791879426, 5642.830437982198, 1.895]",,"[-2.44194758334277, 29.809740296127796, 0.0]","[0.0, 0.0, 0.0]",10831.639813380687,67.0,4802.0,"[0.0, 0.0, 0.0]",1.871457889117407e-07
183,3,10831.687882113756,"[3603.6270403997733, 6026.1588152396835, 1.895]",,"[-4.397572532490694, -38.182559525899215, 0.0]","[0.0, 0.0, 0.0]",10831.687764557591,91.0,4867.0,"[0.0, 0.0, 0.0]",6.672017309002613e-09
184,2,10831.699999999999,"[3595.189198755262, 5606.521839687833, 1.895]","[0.0, 0.0, 0.0]","[-2.467542059294505, 30.12218135194024, 0.0]","[0.0, 0.0, 0.0]",,,,,
185,3,10831.791083094144,"[3604.636404981993, 6005.26712557986, 1.895]",,"[-2.854377455373366, -29.47909893815287, 0.0]","[0.0, 0.0, 0.0]",10831.79096907964,85.0,4898.0,"[0.0, 0.0, 0.0]",5.369302227983526e-09
186,2,10831.8,"[3594.9430487038226, 5609.526682689924, 1.895]","[0.0, 0.0, 0.0]","[-2.464457980364961, 30.08453288124847, 0.0]","[0.0, 0.0, 0.0]",,,,,
187,2,10831.9,"[3594.6968398289227, 5612.53224377135, 1.895]","[0.0, 0.0, 0.0]","[-2.465046921729128, 30.09172230223155, 0.0]","[0.0, 0.0, 0.0]",,,,,
188,2,10832.0,"[3594.4500623069316, 5615.544746534166, 1.895]","[0.0, 0.0, 0.0]","[-2.470740224871098, 30.161222519672048, 0.0]","[0.0, 0.0, 0.0]",,,,,
189,3,10832.06818398275,"[3894.6701134527602, 5092.6490520443995, 1.895]",,"[5.018016348951689, -31.875808398466884, 0.0]","[0.0, 0.0, 0.0]",10832.068074076204,49.0,4956.0,"[0.0, 0.0, 0.0]",9.562911313760958e-09
190,2,10832.1,"[3594.2036490822884, 5618.552802187062, 1.895]","[0.0, 0.0, 0.0]","[-2.467092874400655, 30.11669798893852, 0.0]","[0.0, 0.0, 0.0]",,,,,
191,2,10832.199999999999,"[3593.9575980855616, 5621.556435992336, 1.895]","[0.0, 0.0, 0.0]","[-2.463466243108244, 30.072426384701778, 0.0]","[0.0, 0.0, 0.0]",,,,,
192,2,10832.3,"[3593.711096175466, 5624.56557426073, 1.895]","[0.0, 0.0, 0.0]","[-2.46798079446804, 30.127537151414018, 0.0]","[0.0, 0.0, 0.0]",,,,,
193,2,10832.4,"[3593.46534436151, 5627.565555833354, 1.895]","[0.0, 0.0, 0.0]","[-2.460470820753935, 30.035860177028717, 0.0]","[0.0, 0.0, 0.0]",,,,,
194,2,10832.5,"[3593.2189669655468, 5630.573174112545, 1.895]","[0.0, 0.0, 0.0]","[-2.466734157117596, 30.112318996891087, 0.0]","[0.0, 0.0, 0.0]",,,,,
195,2,10832.6,"[3592.9728353446963, 5633.57779212575, 1.895]","[0.0, 0.0, 0.0]","[-2.464273453034509, 30.08228028916803, 0.0]","[0.0, 0.0, 0.0]",,,,,
196,3,10832.636585691816,"[3623.7863108837582, 5363.786179968134, 1.895]",,"[3.845494939179582, -31.055197794836243, 0.0]","[0.0, 0.0, 0.0]",10832.636468096216,61.0,5018.0,"[0.0, 0.0, 0.0]",1.778499128651569e-08
197,3,10832.639925244568,"[3590.9651305378206, 5672.705598349198, 1.895]",,"[-1.247146457364262, 29.870134166739135, 0.0]","[0.0, 0.0, 0.0]",10832.639813380687,67.0,5041.0,"[0.0, 0.0, 0.0]",3.695612778422574e-08
198,3,10832.687878347828,"[3600.173791137917, 5987.898259041067, 1.895]",,"[-2.547456167957062, -38.38598503086117, 0.0]","[0.0, 0.0, 0.0]",10832.687764557591,91.0,5106.0,"[0.0, 0.0, 0.0]",5.003358719347526e-09
199,2,10832.699999999999,"[3592.727368197838, 5636.574298663806, 1.895]","[0.0, 0.0, 0.0]","[-2.457620729530417, 30.001068079179724, 0.0]","[0.0, 0.0, 0.0]",,,,,
200,3,10832.791079329532,"[3602.680987656179, 5975.794279702328, 1.895]",,"[-1.9608983711180241, -29.55545842337795, 0.0]","[0.0, 0.0, 0.0]",10832.79096907964,85.0,5137.0,"[0.0, 0.0, 0.0]",2.547361010771494e-09
201,2,10832.8,"[3592.481334572683, 5639.577720408002, 1.895]","[0.0, 0.0, 0.0]","[-2.463292318674966, 30.070303226030166, 0.0]","[0.0, 0.0, 0.0]",,,,,
202,2,10832.9,"[3592.2352291286757, 5642.582018870981, 1.895]","[0.0, 0.0, 0.0]","[-2.4640113700883273, 30.079080947538014, 0.0]","[0.0, 0.0, 0.0]",,,,,
203,3,10832.932175626274,"[3606.2424442639285, 6020.009348137358, 1.895]",,"[-3.594450335093032, -31.22827505529042, 0.0]","[0.0, 0.0, 0.0]",10832.93205672712,97.0,5168.0,"[0.0, 0.0, 0.0]",4.8495521964808916e-09
204,2,10833.0,"[3592.0968800881747, 5645.5993104608515, 1.895]","[0.0, 0.0, 0.0]","[-1.9231544654570911, 30.18192172986347, 0.0]","[0.0, 0.0, 0.0]",,,,,
205,3,10833.068186721895,"[3899.695737632236, 5060.724916631593, 1.895]",,"[5.018514729597482, -31.878974248223713, 0.0]","[0.0, 0.0, 0.0]",10833.068074076204,49.0,5199.0,"[0.0, 0.0, 0.0]",1.4619021347561891e-09
206,2,10833.1,"[3591.9713195076483, 5648.606584678118, 1.895]","[0.0, 0.0, 0.0]","[-1.311618701742356, 30.106549141819084, 0.0]","[0.0, 0.0, 0.0]",,,,,
207,2,10833.199999999999,"[3591.8455224337918, 5651.619523095803, 1.895]","[0.0, 0.0, 0.0]","[-1.259482176659555, 30.165584302702445, 0.0]","[0.0, 0.0, 0.0]",,,,,
208,2,10833.3,"[3591.719497313783, 5654.637923397407, 1.895]","[0.0, 0.0, 0.0]","[-1.2617653781352471, 30.22026876584226, 0.0]","[0.0, 0.0, 0.0]",,,,,
209,2,10833.4,"[3591.5937411243453, 5657.649882601249, 1.895]","[0.0, 0.0, 0.0]","[-1.259072841249802, 30.155780399135146, 0.0]","[0.0, 0.0, 0.0]",,,,,
210,2,10833.5,"[3591.4682446630686, 5660.655621112279, 1.895]","[0.0, 0.0, 0.0]","[-1.256472439038469, 30.093498730064628, 0.0]","[0.0, 0.0, 0.0]",,,,,
211,2,10833.6,"[3591.3428364214706, 5663.6592466929205, 1.895]","[0.0, 0.0, 0.0]","[-1.255589182299114, 30.072344039564076, 0.0]","[0.0, 0.0, 0.0]",,,,,
212,3,10833.63657584069,"[3627.635508657658, 5332.701079061622, 1.895]",,"[3.836341380744194, -30.98127608326154, 0.0]","[0.0, 0.0, 0.0]",10833.636468096216,61.0,5257.0,"[0.0, 0.0, 0.0]",5.516375616960492e-09
213,3,10833.639924100426,"[3589.7170354264963, 5702.598453521103, 1.895]",,"[-1.25021204845648, 29.943557473803388, 0.0]","[0.0, 0.0, 0.0]",10833.639813380687,67.0,5288.0,"[0.0, 0.0, 0.0]",1.098692191459111e-08
214,3,10833.687876748747,"[3597.631807972892, 5949.594743185278, 1.895]",,"[-2.543358337446697, -38.32423744807311, 0.0]","[0.0, 0.0, 0.0]",10833.687764557591,91.0,5353.0,"[0.0, 0.0, 0.0]",5.89577341893652e-09
215,2,10833.699999999999,"[3591.217271173299, 5666.666632703941, 1.895]","[0.0, 0.0, 0.0]","[-1.257161134451755, 30.109993524510006, 0.0]","[0.0, 0.0, 0.0]",,,,,
216,3,10833.791077739155,"[3600.7259984937946, 5946.327887278286, 1.895]",,"[-1.9535824951941931, -29.445190563603997, 0.0]","[0.0, 0.0, 0.0]",10833.79096907964,85.0,5384.0,"[0.0, 0.0, 0.0]",2.137546171679635e-08
217,2,10833.8,"[3591.09191866891, 5669.6689233348, 1.895]","[0.0, 0.0, 0.0]","[-1.255031140535827, 30.058978502447324, 0.0]","[0.0, 0.0, 0.0]",,,,,
218,2,10833.9,"[3590.9664324153255, 5672.674417363595, 1.895]","[0.0, 0.0, 0.0]","[-1.256370239466743, 30.091050970299765, 0.0]","[0.0, 0.0, 0.0]",,,,,
219,3,10833.932174024696,"[3603.5529425299396, 5988.936738484525, 1.895]",,"[-2.058876869036163, -31.032230225701273, 0.0]","[0.0, 0.0, 0.0]",10833.93205672712,97.0,5419.0,"[0.0, 0.0, 0.0]",1.227992913884097e-08
220,2,10834.0,"[3590.8410776135597, 5675.67676301841, 1.895]","[0.0, 0.0, 0.0]","[-1.255054141902513, 30.059529403130046, 0.0]","[0.0, 0.0, 0.0]",,,,,
221,2,10834.1,"[3590.715491406993, 5678.684650999404, 1.895]","[0.0, 0.0, 0.0]","[-1.257370970217785, 30.11501925535217, 0.0]","[0.0, 0.0, 0.0]",,,,,
222,2,10834.199999999999,"[3590.589684097505, 5681.6978345684865, 1.895]","[0.0, 0.0, 0.0]","[-1.259584655956187, 30.168038762153135, 0.0]","[0.0, 0.0, 0.0]",,,,,
223,2,10834.3,"[3590.46399660901, 5684.708148330964, 1.895]","[0.0, 0.0, 0.0]","[-1.258385006390764, 30.139306215688034, 0.0]","[0.0, 0.0, 0.0]",,,,,
224,2,10834.4,"[3590.3382991611957, 5687.718700626932, 1.895]","[0.0, 0.0, 0.0]","[-1.258484719242165, 30.141694416554028, 0.0]","[0.0, 0.0, 0.0]",,,,,
225,2,10834.5,"[3590.2131021137266, 5690.71726794283, 1.895]","[0.0, 0.0, 0.0]","[-1.253474703539177, 30.021700617631467, 0.0]","[0.0, 0.0, 0.0]",,,,,
226,2,10834.6,"[3590.0874759509584, 5693.7261129061335, 1.895]","[0.0, 0.0, 0.0]","[-1.257771012301276, 30.12460057648382, 0.0]","[0.0, 0.0, 0.0]",,,,,
227,3,10834.639921283751,"[3588.469877436567, 5732.468863901823, 1.895]",,"[-1.246508941307062, 29.85486515799047, 0.0]","[0.0, 0.0, 0.0]",10834.639813380687,67.0,5500.0,"[0.0, 0.0, 0.0]",7.987270050119174e-08
228,3,10834.685937540127,"[3605.395403142939, 6070.34088684347, 1.895]",,"[-3.462885640823, -30.04881871661648, 0.0]","[0.0, 0.0, 0.0]",10834.685827966732,103.0,5569.0,"[0.0, 0.0, 0.0]",2.068598064251127e-09
229,3,10834.687881540327,"[3595.6047564151822, 5911.245408328107, 1.895]",,"[-1.501326842310513, -38.34604415477426, 0.0]","[0.0, 0.0, 0.0]",10834.687764557591,91.0,5600.0,"[0.0, 0.0, 0.0]",1.761745965959802e-08
230,2,10834.699999999999,"[3589.96205794645, 5696.729972316128, 1.895]","[0.0, 0.0, 0.0]","[-1.255686928704968, 30.074685142519492, 0.0]","[0.0, 0.0, 0.0]",,,,,
231,3,10834.79108258036,"[3599.1293364305493, 5916.840270464765, 1.895]",,"[-1.159508704466287, -29.551456650296384, 0.0]","[0.0, 0.0, 0.0]",10834.79096907964,85.0,5635.0,"[0.0, 0.0, 0.0]",1.8451372978337682e-08
232,2,10834.8,"[3589.836544560964, 5699.736116175224, 1.895]","[0.0, 0.0, 0.0]","[-1.256641884472932, 30.09755708094561, 0.0]","[0.0, 0.0, 0.0]",,,,,
233,2,10834.9,"[3589.7108053563597, 5702.747668579001, 1.895]","[0.0, 0.0, 0.0]","[-1.258902788842021, 30.151707510818134, 0.0]","[0.0, 0.0, 0.0]",,,,,
234,3,10834.93216585582,"[3601.498352113708, 5957.9691154203065, 1.895]",,"[-2.047810599549365, -30.865434907483568, 0.0]","[0.0, 0.0, 0.0]",10834.93205672712,97.0,5670.0,"[0.0, 0.0, 0.0]",3.129092975631339e-09
235,2,10835.0,"[3589.5854693234696, 5705.7495647045525, 1.895]","[0.0, 0.0, 0.0]","[-1.254866227641768, 30.05502870944877, 0.0]","[0.0, 0.0, 0.0]",,,,,
236,2,10835.1,"[3589.4600440609033, 5708.753597950721, 1.895]","[0.0, 0.0, 0.0]","[-1.255759596488391, 30.0764255928863, 0.0]","[0.0, 0.0, 0.0]",,,,,
237,2,10835.199999999999,"[3589.334552754731, 5711.759212992967, 1.895]","[0.0, 0.0, 0.0]","[-1.256420826055826, 30.09226255876766, 0.0]","[0.0, 0.0, 0.0]",,,,,
238,2,10835.3,"[3589.208992810077, 5714.766471980583, 1.895]","[0.0, 0.0, 0.0]","[-1.2571080355543631, 30.108721764290934, 0.0]","[0.0, 0.0, 0.0]",,,,,
239,2,10835.4,"[3589.083882500088, 5717.762961865905, 1.895]","[0.0, 0.0, 0.0]","[-1.252606286590868, 30.000901351755928, 0.0]","[0.0, 0.0, 0.0]",,,,,
240,2,10835.5,"[3588.9584268986378, 5720.767721752093, 1.895]","[0.0, 0.0, 0.0]","[-1.256063349846242, 30.083700723589896, 0.0]","[0.0, 0.0, 0.0]",,,,,
241,2,10835.6,"[3588.8327018249574, 5723.778935709189, 1.895]","[0.0, 0.0, 0.0]","[-1.258761309826503, 30.148318977613755, 0.0]","[0.0, 0.0, 0.0]",,,,,
242,3,10835.636576117951,"[3636.8947167538618, 5270.812812978628, 1.895]",,"[4.8591930951937226, -30.864155385456314, 0.0]","[0.0, 0.0, 0.0]",10835.636468096216,61.0,5741.0,"[0.0, 0.0, 0.0]",3.578829730406718e-09
243,3,10835.63992611368,"[3587.7279520683196, 5762.367710506821, 1.895]",,"[-0.029025988940954, 29.916863524370388, 0.0]","[0.0, 0.0, 0.0]",10835.639813380687,67.0,5769.0,"[0.0, 0.0, 0.0]",6.033812728062242e-08
244,3,10835.687872970137,"[3594.5334947302717, 5872.884517670191, 1.895]",,"[-0.022372438629230003, -38.3994943495447, 0.0]","[0.0, 0.0, 0.0]",10835.687764557591,91.0,5877.0,"[0.0, 0.0, 0.0]",3.979123565030004e-09
245,2,10835.699999999999,"[3588.7073247449084, 5726.7818149463355, 1.895]","[0.0, 0.0, 0.0]","[-1.255277192407574, 30.06487163737431, 0.0]","[0.0, 0.0, 0.0]",,,,,
246,3,10835.791087068084,"[3597.9716912694807, 5887.3363084315715, 1.895]",,"[-1.157207687036927, -29.492812487856398, 0.0]","[0.0, 0.0, 0.0]",10835.79096907964,85.0,5913.0,"[0.0, 0.0, 0.0]",2.484191614148799e-09
247,2,10835.8,"[3588.582083481247, 5729.781441274652, 1.895]","[0.0, 0.0, 0.0]","[-1.25391739671102, 30.03230346572488, 0.0]","[0.0, 0.0, 0.0]",,,,,
248,2,10835.9,"[3588.457115898448, 5732.774512732028, 1.895]","[0.0, 0.0, 0.0]","[-1.251177299843746, 29.96667600026399, 0.0]","[0.0, 0.0, 0.0]",,,,,
249,3,10835.93217033477,"[3599.5354910461688, 5927.191603292683, 1.895]",,"[-1.553184386809236, -30.765745398946336, 0.0]","[0.0, 0.0, 0.0]",10835.93205672712,97.0,5949.0,"[0.0, 0.0, 0.0]",8.119116886285884e-09
250,2,10836.0,"[3588.3317558048525, 5735.776985130323, 1.895]","[0.0, 0.0, 0.0]","[-1.25510712378367, 30.060798360727876, 0.0]","[0.0, 0.0, 0.0]",,,,,
251,2,10836.1,"[3588.2068159730907, 5738.769391928625, 1.895]","[0.0, 0.0, 0.0]","[-1.250899456042228, 29.960021423721464, 0.0]","[0.0, 0.0, 0.0]",,,,,
252,2,10836.199999999999,"[3588.081750352101, 5741.764811477423, 1.895]","[0.0, 0.0, 0.0]","[-1.252158859665242, 29.990185126547942, 0.0]","[0.0, 0.0, 0.0]",,,,,
253,2,10836.3,"[3587.9565071349634, 5744.76448459303, 1.895]","[0.0, 0.0, 0.0]","[-1.25393695494656, 30.0327719007801, 0.0]","[0.0, 0.0, 0.0]",,,,,
254,2,10836.4,"[3587.831025777992, 5747.769861344118, 1.895]","[0.0, 0.0, 0.0]","[-1.256321214505562, 30.08987678414322, 0.0]","[0.0, 0.0, 0.0]",,,,,
255,2,10836.5,"[3587.739211616527, 5750.762580781582, 1.895]","[0.0, 0.0, 0.0]","[-1.08519381611976, 29.962527086925242, 0.0]","[0.0, 0.0, 0.0]",,,,,
256,2,10836.6,"[3587.7362917865557, 5753.772027072383, 1.895]","[0.0, 0.0, 0.0]","[-0.474031910740263, 30.12690616019011, 0.0]","[0.0, 0.0, 0.0]",,,,,
257,3,10836.639930591728,"[3587.698950601323, 5792.259299452279, 1.895]",,"[-0.029038427381184003, 29.92968372903536, 0.0]","[0.0, 0.0, 0.0]",10836.639813380687,67.0,6061.0,"[0.0, 0.0, 0.0]",1.519179348062426e-07
