,Unnamed: 0,type,rcvTime,sendTime,sender,messageID,RSSI,pos_0,pos_1,pos_2,spd_0,spd_1,spd_2,type_attack
2483,344,3,10851.18919435743,10851.189088077565,91.0,14101.0,1.336177538856072e-09,3638.762529383633,5280.175637210786,1.895,5.960381241905427,-37.8619672071108,0.0,1
2485,346,3,10851.23155596444,10851.231450251304,127.0,14197.0,4.1518153168462016e-08,3602.03614996916,5522.938621563554,1.895,-2.8987877988129482,35.386554586864214,0.0,1
2486,347,3,10851.257602516276,10851.257493643789,109.0,14257.0,1.4081245566434033e-08,3598.7803642172726,5605.932364124273,1.895,2.525547797190981,-30.002334862139772,0.0,1
2488,349,3,10851.397377964657,10851.397268045694,97.0,14313.0,1.492704384e-06,3618.0565021183006,5436.8976229770715,1.895,3.9430865489978992,-31.83560804965245,0.0,1
2491,352,3,10851.569707999874,10851.569601418032,115.0,14477.0,9.463939653768154e-09,3596.4902971609813,5633.137297151482,1.895,2.53245779013807,-30.084422369029536,0.0,1
2494,355,3,10851.797289078668,10851.797179610188,121.0,14610.0,5.039052614350588e-09,3591.10207587557,5669.425650282212,1.895,-1.47365599248096,35.29521488922257,0.0,1
2498,359,3,10852.017920315651,10852.017807132144,139.0,14667.0,5.774117795273046e-09,3603.7023552118367,6055.6496450188815,1.895,-0.017447186134852,-29.976446676623755,0.0,1
2499,360,3,10852.079183320951,10852.079067537328,133.0,14732.0,1.9298117594744693e-08,3606.163091588494,5474.837679799701,1.895,-3.989449281215171,34.56815361223949,0.0,1
2501,362,3,10852.189197405018,10852.189088077565,91.0,14814.0,2.089686707688355e-09,3644.730287444586,5242.266810437234,1.895,5.9715606651667335,-37.93298195260799,0.0,1
2503,364,3,10852.257606199666,10852.257493643789,109.0,14985.0,1.733893337729808e-08,3601.3163942375413,5575.805505320355,1.895,2.5376356209306232,-30.145932594076996,0.0,1
2505,366,3,10852.397376201208,10852.397268045694,97.0,15050.0,2.127674394e-06,3622.0007111496548,5405.052952253337,1.895,3.9453334045709543,-31.853748664233443,0.0,1
2507,368,3,10852.46573247611,10852.4656229306,157.0,15172.0,4.094769078674885e-09,3641.860439025872,5205.065380498978,1.895,-5.541098581576405,35.52172900028577,0.0,1
2509,370,3,10852.569708891826,10852.569601418032,115.0,15290.0,5.336055437263113e-09,3599.026146726684,5603.012582063995,1.895,2.5362740949817253,-30.129758298122844,0.0,1
2512,373,3,10852.797289971404,10852.797179610188,121.0,15425.0,1.0637927164997529e-08,3589.627411259505,5704.745022496062,1.895,-1.477773740831387,35.39383818648929,0.0,1
2516,377,3,10853.017920773376,10853.017807132144,139.0,15478.0,5.4758770905223674e-09,3603.7023552118367,6055.6496450188815,1.895,-0.017418076295492,-29.92643233387528,0.0,1
2518,379,3,10853.189197921236,10853.189088077565,91.0,15625.0,1.612096780999158e-09,3650.700411947167,5204.342951381065,1.895,5.980171780157909,-37.98768210351012,0.0,1
2519,380,3,10853.19650508432,10853.196392976351,145.0,15674.0,3.4456220034006753e-09,3591.2217579643,5852.777902412638,1.895,-0.017420984221318003,-29.93142851927841,0.0,1
2521,382,3,10853.23156010933,10853.231450251304,127.0,15727.0,1.90037353173803e-08,3596.242173706115,5593.667792353902,1.895,-2.901961929757393,35.42530235514772,0.0,1
2522,383,3,10853.25760610934,10853.257493643789,109.0,15796.0,9.909755059329869e-09,3603.850587041975,5545.700471787282,1.895,2.533181393367642,-30.093018439325675,0.0,1
2524,385,3,10853.3973821119,10853.397268045694,97.0,15861.0,2.547029195e-06,3625.946941067661,5373.191965338067,1.895,3.946860985546577,-31.866082014927827,0.0,1
2527,388,3,10853.56709387824,10853.566975898064,103.0,16016.0,2.172546638424666e-09,3607.649005804361,5500.577021032372,1.895,2.536506294482529,-30.132516720385564,0.0,1
2528,389,3,10853.569714361807,10853.569601418032,115.0,16081.0,3.0241116152661703e-09,3601.5622687148475,5572.884630724198,1.895,2.531866073786086,-30.077393053621552,0.0,1
2529,390,3,10853.599064395989,10853.598954017923,151.0,16142.0,4.1848760295467195e-09,3591.2364142202323,5877.9591821365175,1.895,-0.017516721243127,-30.09591668521226,0.0,1
2532,393,3,10853.797295442257,10853.797179610188,121.0,16220.0,2.854733835959085e-09,3588.1529144486703,5740.060375643261,1.895,-1.473912048834638,35.301347639384694,0.0,1
2536,397,3,10854.017925809478,10854.017807132144,139.0,16277.0,2.6836047124202273e-09,3603.7023552118367,6055.6496450188815,1.895,-0.017422865616626003,-29.934660989629364,0.0,1
2537,398,3,10854.079175812303,10854.079067537328,133.0,16329.0,2.233759645960822e-08,3600.294952281925,5544.1940535862395,1.895,-2.847742721655955,34.763428806513446,0.0,1
2539,400,3,10854.19650968834,10854.196392976351,145.0,16413.0,3.896966839197725e-09,3591.204293388584,5822.771578260922,1.895,-0.017422527115706,-29.934079400040346,0.0,1
2541,402,3,10854.23156471308,10854.231450251304,127.0,16465.0,3.4013916652877524e-09,3593.3444745692127,5629.041057249759,1.895,-2.897952610680234,35.376359142211314,0.0,1
2542,403,3,10854.257610713252,10854.257493643789,109.0,16525.0,1.4613163429732672e-08,3606.3842865124784,5515.601298832169,1.895,2.528236563641558,-30.034276158798665,0.0,1
2544,405,3,10854.3973737185,10854.397268045694,97.0,16581.0,1.2426738750000002e-06,3629.8936192978936,5341.32735884911,1.895,3.938835409879219,-31.801285293332455,0.0,1
2546,407,3,10854.46572912468,10854.4656229306,157.0,16685.0,1.0185664986993581e-07,3630.7797703509245,5276.099039983418,1.895,-5.536612334585978,35.49296949574418,0.0,1
2548,409,3,10854.569718529285,10854.569601418032,115.0,16797.0,4.378884744295724e-09,3604.0971732414478,5542.771142262336,1.895,2.537157542252205,-30.140253241423004,0.0,1
2554,415,3,10855.079179613209,10855.079067537328,133.0,17025.0,6.9616169340024395e-09,3597.4545707943244,5578.867621137356,1.895,-2.847664298810942,34.7624714703859,0.0,1
2556,417,3,10855.196500057684,10855.196392976351,145.0,17105.0,4.822710390626682e-09,3591.1868081667803,5792.729781549333,1.895,-0.017452208859298,-29.98507634574792,0.0,1
2558,419,3,10855.257606181684,10855.257493643789,109.0,17208.0,9.818710619106093e-09,3608.921391207811,5485.461673387612,1.895,2.5402711904679522,-30.17724193611334,0.0,1
2560,421,3,10855.397376193829,10855.397268045694,97.0,17272.0,1.3331690250000002e-06,3634.141083871011,5309.532319501195,1.895,4.99202573917273,-31.71070895678899,0.0,1
2562,423,3,10855.46573128152,10855.4656229306,157.0,17372.0,2.438056838800065e-07,3625.239922396205,5311.61275172365,1.895,-5.548432244436269,35.56874212967945,0.0,1
2564,425,3,10855.56970762266,10855.569601418032,115.0,17484.0,1.8041027129293863e-08,3606.633153223294,5512.644877891641,1.895,2.532177441811458,-30.08109196111471,0.0,1
2565,426,3,10855.59907065945,10855.598954017923,151.0,17544.0,2.892059258988882e-09,3591.201443815948,5817.875656275873,1.895,-0.017506858517154,-30.078971289150214,0.0,1
2571,432,3,10856.017918705264,10856.017807132144,139.0,17664.0,6.586163257956464e-09,3603.7023552118367,6055.6496450188815,1.895,1.28415154933274,-29.87617890286337,0.0,1
2574,435,3,10856.231561990033,10856.231450251304,127.0,17843.0,4.178769156617337e-09,3589.8294627833166,5699.905730294883,1.895,-1.479199645024283,35.427989708312154,0.0,1
2575,436,3,10856.257600968076,10856.257493643789,109.0,17895.0,6.8135782041135686e-09,3612.435267727553,5455.454195651134,1.895,3.708368875333945,-29.94780405150482,0.0,1
2577,438,3,10856.397383992708,10856.397268045694,97.0,17955.0,9.446559849000002e-06,3639.131471020372,5277.832019313775,1.895,4.995229091241839,-31.731057522767575,0.0,1
2580,441,3,10856.567081911648,10856.566975898064,103.0,18119.0,2.252518550375941e-09,3618.004180708947,5410.481130577674,1.895,3.715213421515048,-30.00307879218877,0.0,1
2581,442,3,10856.569715395528,10856.569601418032,115.0,18175.0,2.3705710927006626e-08,3609.1693867372464,5482.515601677266,1.895,2.532384673666252,-30.083553779332615,0.0,1
2587,448,3,10857.017919434007,10857.017807132144,139.0,18351.0,3.6145598827676486e-09,3603.7023552118367,6055.6496450188815,1.895,1.285857282616654,-29.915863309831717,0.0,1
2588,449,3,10857.07918243593,10857.079067537328,133.0,18411.0,5.3932990437156625e-09,3591.9871440009215,5648.227575673675,1.895,-1.4528205214865562,34.7961890447826,0.0,1
2591,452,3,10857.231557048612,10857.231450251304,127.0,18539.0,4.67120788470267e-09,3588.3488118822247,5735.368478722382,1.895,-1.4834134142191662,35.528912779901376,0.0,1
2592,453,3,10857.257603049928,10857.257493643789,109.0,18591.0,1.25844443204319e-08,3616.1512378443367,5425.445005988534,1.895,3.709061356650372,-29.9533963470833,0.0,1
2594,455,3,10857.397373090003,10857.397268045694,97.0,18655.0,2.4582656830000004e-06,3644.123359738413,5246.122180752584,1.895,4.998960871444952,-31.75476280837598,0.0,1
2596,457,3,10857.465729003969,10857.4656229306,157.0,18739.0,1.4181304156247871e-09,3616.762493548112,5382.994989415562,1.895,-4.119470515445897,35.69477377477664,0.0,1
2598,459,3,10857.569717501225,10857.569601418032,115.0,18859.0,5.987128345496097e-09,3612.802568016246,5452.48797588076,1.895,3.703191139008175,-29.905990025436694,0.0,1
2599,460,3,10857.599067541203,10857.598954017923,151.0,18919.0,1.352286534696747e-09,3591.166473416251,5757.792138296112,1.895,-0.017497982561192,-30.06372128731296,0.0,1
2606,467,3,10858.196511625563,10858.196392976351,145.0,19159.0,4.7454075385863085e-09,3593.0479970858105,5702.745169840332,1.895,1.282787287041398,-29.8444389229886,0.0,1
2608,469,3,10858.257600080751,10858.257493643789,109.0,19263.0,1.2551668334028952e-08,3619.864468764559,5395.457937351285,1.895,3.704434620215354,-29.91603205002895,0.0,1
2610,471,3,10858.397374530345,10858.397268045694,97.0,19315.0,6.765132058933729e-08,3649.116576134252,5214.403908419922,1.895,4.98835315725795,-31.687379714853062,0.0,1
2612,473,3,10858.46573087956,10858.4656229306,157.0,19403.0,1.4323602410179722e-08,3612.643843320685,5418.682655481939,1.895,-4.133346662029544,35.815009108745606,0.0,1
2614,475,3,10858.569719362653,10858.569601418032,115.0,19507.0,2.944621697175618e-09,3616.518512150685,5422.47899604469,1.895,3.719754626234155,-30.039752357752942,0.0,1
2615,476,3,10858.59906940444,10858.598954017923,151.0,19567.0,3.739833346682866e-09,3591.970797126175,5727.806556656336,1.895,1.2868064054526749,-29.93794494316402,0.0,1
2622,483,3,10859.196501204184,10859.196392976351,145.0,19839.0,4.003457096004828e-09,3594.3366558680655,5672.764128783786,1.895,1.285197669331895,-29.90051720484911,0.0,1
2624,485,3,10859.257608791982,10859.257493643789,109.0,19943.0,3.8053669721575484e-09,3623.57834133559,5365.465686912189,1.895,3.705506081282046,-29.924684885613523,0.0,1
2626,487,3,10859.397378865116,10859.397268045694,97.0,20003.0,4.009087848577555e-07,3654.108077288393,5182.696531770323,1.895,4.994096153169297,-31.72386079116625,0.0,1
2628,489,3,10859.465735650463,10859.4656229306,157.0,20094.0,1.841308881154021e-08,3608.5232576754875,5454.387091737399,1.895,-4.126259432686095,35.75359902043768,0.0,1
2630,491,3,10859.56708276732,10859.566975898064,103.0,20149.0,1.6028533575342831e-09,3629.144741594115,5320.512913922564,1.895,3.715685621656416,-30.006892155344836,0.0,1
2631,492,3,10859.56971625044,10859.569601418032,115.0,20196.0,2.2207333678670642e-08,3620.2358217132614,5392.458989372925,1.895,3.714858912899105,-30.000215874576813,0.0,1
2632,493,3,10859.599066293931,10859.598954017923,151.0,20251.0,2.580966651219716e-09,3593.259634004711,5697.821372135287,1.895,1.285490571385468,-29.90733166085268,0.0,1
2636,1,3,10830.275177900952,10830.275061709852,73.0,4601.0,3.295652983526019e-09,3598.8889268149915,5561.3579166867175,1.895,-2.472975620180874,30.188510801438174,0.0,1
2638,3,3,10830.328965879016,10830.328857387787,67.0,4628.0,2.918340530169933e-09,3595.3903989294163,5604.065716149393,1.895,-2.447513106211799,29.87768065343008,0.0,1
2640,5,3,10830.438087895092,10830.43797254567,85.0,4658.0,4.005711256400883e-09,3608.938249460167,6043.430271593089,1.895,-3.38379125604516,-29.398087112735134,0.0,1
2649,14,3,10831.27518088784,10831.275061709852,73.0,4786.0,1.612620506697502e-09,3596.421904697867,5591.473750915895,1.895,-2.4624644120016,30.060196668800792,0.0,1
2651,16,3,10831.397382086165,10831.397268045694,97.0,4852.0,1.557043460450763e-07,3612.0118470120933,6070.133422509868,1.895,-3.642369056665247,-31.64458878285686,0.0,1
2653,18,3,10831.438079219348,10831.43797254567,85.0,4879.0,9.580926830980663e-07,3608.938249460167,6043.430271593089,1.895,-3.382165627132482,-29.383963788719797,0.0,1
2662,27,3,10832.275177287966,10832.275061709852,73.0,5017.0,5.474717200343634e-09,3593.9575980855616,5621.556435992336,1.895,-2.463466243108244,30.072426384701778,0.0,1
2664,29,3,10832.328965265717,10832.328857387787,67.0,5048.0,4.80383301131121e-09,3591.338985824731,5663.751471499846,1.895,-1.2474364304942651,29.877079250310533,0.0,1
2665,30,3,10832.39737853137,10832.397268045694,97.0,5087.0,3.4898147762385e-07,3608.3988993336698,6038.744444128198,1.895,-3.604336160210842,-31.314162252816406,0.0,1
2667,32,3,10832.43808860666,10832.43797254567,85.0,5114.0,4.268496506625374e-07,3608.938249460167,6043.430271593089,1.895,-1.9555156082307361,-29.474327230113985,0.0,1
2677,42,3,10833.328975697628,10833.328857387787,67.0,5291.0,4.22872329345014e-09,3590.0912973427394,5693.6345875808365,1.895,-1.249773024544694,29.933042507306656,0.0,1
2678,43,3,10833.39737601,10833.397268045694,97.0,5322.0,9.439159357692861e-08,3604.8122096909137,6007.583593299784,1.895,-3.5835717866849333,-31.13376316328466,0.0,1
2680,45,3,10833.43808603148,10833.43797254567,85.0,5353.0,1.0198143466e-05,3608.938249460167,6043.430271593089,1.895,-1.95467113555106,-29.461598994147526,0.0,1
2684,49,3,10833.752621761356,10833.752508162102,61.0,5399.0,2.136402928995452e-09,3628.020482526134,5329.5921321457,1.895,3.8455112720752593,-31.05532969497233,0.0,1
2690,55,3,10834.275172418444,10834.275061709852,73.0,5470.0,1.1595573415176852e-08,3590.589684097505,5681.6978345684865,1.895,-1.259584655956187,30.168038762153135,0.0,1
2692,57,3,10834.328973396015,10834.328857387787,67.0,5509.0,1.240759455978458e-08,3588.843751917177,5723.514277348327,1.895,-1.247807703943658,29.88597154006514,0.0,1
2693,58,3,10834.3973737569,10834.397268045694,97.0,5544.0,4.04385057574386e-08,3602.729521885049,5976.525807355472,1.895,-2.060430726969861,-31.05565060492511,0.0,1
2695,60,3,10834.438083761768,10834.43797254567,85.0,5579.0,3.624443601000001e-06,3608.938249460167,6043.430271593089,1.895,-1.251718840778573,-29.576968250487624,0.0,1
2697,62,3,10834.56709076828,10834.566975898064,103.0,5614.0,1.926665254092081e-09,3605.7420723858345,6073.349072014701,1.895,-3.45749192820006,-30.002015353864447,0.0,1
2705,70,3,10835.275176969031,10835.275061709852,73.0,5729.0,2.7017550756730004e-09,3589.334552754731,5711.759212992967,1.895,-1.256420826055826,30.09226255876766,0.0,1
2707,72,3,10835.328964946675,10835.328857387787,67.0,5760.0,4.9970040035921026e-09,3587.7366585198474,5753.394037889668,1.895,-0.48400208621586804,29.920957327749907,0.0,1
2708,73,3,10835.39737835708,10835.397268045694,97.0,5791.0,4.7173433262920215e-08,3600.6802048247378,5945.637666458179,1.895,-2.04527117267086,-30.827159631909712,0.0,1
2710,75,3,10835.438088360728,10835.43797254567,85.0,5826.0,1.075184863e-06,3608.938249460167,6043.430271593089,1.895,-1.1586757785741981,-29.530228544543363,0.0,1
2712,77,3,10835.56708805411,10835.566975898064,103.0,5858.0,2.5885244508970603e-09,3602.282968689017,6043.333070711539,1.895,-3.454888620874732,-29.979425433787394,0.0,1
2715,80,3,10835.75262482863,10835.752508162102,61.0,5910.0,1.657924269083007e-09,3637.3814703483295,5267.72109830918,1.895,4.862190884956694,-30.883196458185473,0.0,1
2721,86,3,10836.25761221736,10836.257493643789,109.0,5990.0,7.778032963273557e-09,3603.9980805866403,6058.21577023902,1.895,-3.449478737456309,-29.932481750692038,0.0,1
2722,87,3,10836.275169939712,10836.275061709852,73.0,6026.0,1.2399502156025621e-08,3588.081750352101,5741.764811477423,1.895,-1.252158859665242,29.990185126547942,0.0,1
2724,89,3,10836.328970917544,10836.328857387787,67.0,6066.0,5.9573799334130066e-08,3587.707653165134,5783.289633874726,1.895,-0.029014836566174002,29.90536885747278,0.0,1
2725,90,3,10836.397374284115,10836.397268045694,97.0,6106.0,2.2658544157366114e-08,3599.0534929692717,5914.90730976381,1.895,-1.202674122806679,-30.65157861053464,0.0,1
2727,92,3,10836.438084287383,10836.43797254567,85.0,6142.0,8.87688858557386e-07,3608.938249460167,6043.430271593089,1.895,-0.017252738365923,-29.581976519168844,0.0,1
2729,94,3,10836.567083985912,10836.566975898064,103.0,6182.0,1.482438225639974e-09,3598.8230372614007,6013.309886863158,1.895,-3.4490713765754712,-29.928946920342387,0.0,1
2737,102,3,10837.257607429758,10837.257493643789,109.0,6322.0,2.9473229840487473e-09,3600.5401147405046,6028.209642513107,1.895,-3.4677115837465102,-30.0906953187011,0.0,1
2738,103,3,10837.275177696967,10837.275061709852,73.0,6359.0,1.709045689860092e-07,3587.718792559687,5771.808345596698,1.895,-0.029153956357396003,30.048758556131673,0.0,1
2740,105,3,10837.32896572031,10837.328857387787,67.0,6400.0,2.629605621e-06,3587.678623773383,5813.210004649392,1.895,-0.029104243287120003,29.99751967700675,0.0,1
2741,106,3,10837.3973791867,10837.397268045694,97.0,6441.0,2.5946647478977733e-08,3597.853902550313,5884.334323008792,1.895,-1.197624095809779,-30.522872673874023,0.0,1
2743,108,3,10837.43808918994,10837.43797254567,85.0,6486.0,4.453371914738606e-08,3608.938249460167,6043.430271593089,1.895,-0.017244813497435,-29.56838834153852,0.0,1
2745,110,3,10837.567083186654,10837.566975898064,103.0,6527.0,2.312702763744489e-09,3596.551268562493,5983.194256239657,1.895,-1.9969102546515982,-30.082110034974846,0.0,1
2746,111,3,10837.569716672868,10837.569601418032,115.0,6572.0,6.693068339598705e-09,3603.7222160853894,6055.821985618845,1.895,-3.455359442688046,-29.98351093953943,0.0,1
2754,119,3,10838.257601172189,10838.257493643789,109.0,6724.0,2.456297659475868e-09,3597.5468314788145,5998.191742043422,1.895,-2.00250331940983,-30.16636579418517,0.0,1
2755,120,3,10838.275171175572,10838.275061709852,73.0,6766.0,8.460163638373808e-08,3587.689637477839,5801.858264187686,1.895,-0.029137353855118002,30.031646484745163,0.0,1
2757,122,3,10838.32897245212,10838.328857387787,67.0,6812.0,4.4538704136974035e-09,3587.6495976628294,5843.1269935191585,1.895,-0.029092723169618,29.985645980514363,0.0,1
2758,123,3,10838.3973855255,10838.397268045694,97.0,6862.0,2.453756825890432e-08,3594.5220408162118,5853.225305925214,1.895,-0.018693708181001002,-32.08541338023558,0.0,1
2760,125,3,10838.4380825293,10838.43797254567,85.0,6912.0,5.284243400310895e-08,3608.938249460167,6043.430271593089,1.895,-0.017272510671693,-29.615878608947682,0.0,1
2762,127,3,10838.56708223732,10838.566975898064,103.0,6962.0,1.8800615103872756e-08,3594.5519038603265,5953.075171603516,1.895,-1.997853910996481,-30.09632558318174,0.0,1
2763,128,3,10838.56971572319,10838.569601418032,115.0,7004.0,4.022407639859349e-09,3600.2580119127056,6025.761725483433,1.895,-3.455790431448275,-29.98725079831046,0.0,1
2766,131,3,10838.79729622378,10838.797179610188,121.0,7063.0,1.592454254098976e-09,3640.6517969829356,5212.813492985243,1.895,-5.4612091684872315,35.00959047036651,0.0,1
2772,137,3,10839.257604742672,10839.257493643789,109.0,7150.0,5.161238148780031e-09,3595.547176133367,5968.068279061711,1.895,-2.000252541593581,-30.132459340058645,0.0,1
2773,138,3,10839.27517785118,10839.275061709852,73.0,7191.0,8.587492676788313e-08,3587.6605097463994,5831.879992922977,1.895,-0.029158143241237004,30.053073945100184,0.0,1
2775,140,3,10839.397381768036,10839.397268045694,97.0,7273.0,6.509468345312009e-08,3594.503335107602,5821.119295311089,1.895,-0.018738801590578003,-32.16281057610012,0.0,1
2777,142,3,10839.4380787716,10839.43797254567,85.0,7318.0,3.4133655493839676e-08,3608.938249460167,6043.430271593089,1.895,-0.017247389319593,-29.57280491060566,0.0,1
2779,144,3,10839.567085760831,10839.566975898064,103.0,7367.0,1.293080953775742e-08,3592.7557904360374,5922.9192104428785,1.895,-1.180017381637059,-30.20453331006907,0.0,1
2780,145,3,10839.56971924642,10839.569601418032,115.0,7416.0,3.936327727804917e-09,3597.377410783461,5995.639533205822,1.895,-1.9972312557685492,-30.08694570092376,0.0,1
2783,148,3,10839.797286940417,10839.797179610188,121.0,7474.0,4.464804402947572e-09,3635.202332057151,5247.74779589295,1.895,-5.457467244579143,34.98560251830025,0.0,1
2789,154,3,10840.257606549656,10840.257493643789,109.0,7557.0,2.054851902936465e-08,3593.547112848314,5937.938670744189,1.895,-1.997351273972142,-30.08875369448652,0.0,1
2790,155,3,10840.275176551171,10840.275061709852,73.0,7602.0,2.2853121216893284e-09,3587.63140744214,5861.875514059329,1.895,-0.02918851371265,30.084376556365736,0.0,1
2792,157,3,10840.328964827571,10840.328857387787,67.0,7643.0,1.5629410076061202e-08,3588.4181065580965,5902.920248955903,1.895,1.272030124329152,29.876565407488094,0.0,1
2793,158,3,10840.397377827649,10840.397268045694,97.0,7688.0,9.27288962226692e-08,3594.484626975966,5789.009125873774,1.895,-0.018693205801756003,-32.084551109059525,0.0,1
2795,160,3,10840.438087831018,10840.43797254567,85.0,7725.0,1.994823065015249e-08,3608.938249460167,6043.430271593089,1.895,-0.01722344138538,-29.53174318854072,0.0,1
2797,162,3,10840.567081816149,10840.566975898064,103.0,7766.0,2.807538472686754e-09,3591.576119461441,5892.723544004724,1.895,-1.180780131897551,-30.224057188283766,0.0,1
2798,163,3,10840.569715301464,10840.569601418032,115.0,7807.0,2.5744345217805952e-09,3595.373687460476,5965.454788878282,1.895,-2.007700235369362,-30.24465383806811,0.0,1
2807,172,3,10841.328971243613,10841.328857387787,67.0,8034.0,3.943725790456531e-09,3589.7722616907495,5932.792084468513,1.895,1.720846526823542,29.881347675844278,0.0,1
2808,173,3,10841.397384243628,10841.397268045694,97.0,8083.0,1.082943596251995e-08,3594.4659305454184,5756.919039892686,1.895,-0.018698512432300002,-32.09365927206857,0.0,1
2811,176,3,10841.56709399417,10841.566975898064,103.0,8158.0,2.5192744703483333e-08,3591.2274233968956,5862.511823791216,1.895,-0.017539481430272,-30.135021528070133,0.0,1
2812,177,3,10841.569714479176,10841.569601418032,115.0,8200.0,7.07668647081971e-09,3593.367803337425,5935.237493550913,1.895,-2.006464073684687,-30.226031893619215,0.0,1
2815,180,3,10841.797292490812,10841.797179610188,121.0,8264.0,1.2730230855013211e-08,3624.3124245065137,5317.575640845156,1.895,-5.429850684584109,34.94292616297822,0.0,1
2821,186,3,10842.231561287628,10842.231450251304,127.0,8366.0,1.6610343429943602e-09,3641.690118291042,5206.157237446962,1.895,-5.482149999692313,35.14383362090838,0.0,1
2822,187,3,10842.25761220957,10842.257493643789,109.0,8396.0,6.778133500488436e-09,3591.23617956191,5877.556009805938,1.895,-0.017538818271064002,-30.13388214289817,0.0,1
2823,188,3,10842.275169505096,10842.275061709852,73.0,8442.0,3.2602006891109884e-09,3589.222317990425,5921.809011886779,1.895,1.275288526804846,29.953096515362326,0.0,1
2825,190,3,10842.32897078014,10842.328857387787,67.0,8488.0,4.2541606230715085e-09,3591.9934280402153,5962.62246362818,1.895,2.225917013009355,29.89418081720241,0.0,1
2826,191,3,10842.397383780331,10842.397268045694,97.0,8534.0,9.265960369985789e-09,3595.4016339629984,5724.812769125274,1.895,1.377059637349332,-32.066711464242054,0.0,1
2828,193,3,10842.438080783904,10842.43797254567,85.0,8580.0,4.3396017077364835e-08,3608.938249460167,6043.430271593089,1.895,1.264601717987712,-29.474726146806752,0.0,1
2830,195,3,10842.5697082455,10842.569601418032,115.0,8664.0,1.145139958147258e-08,3592.057204480447,5905.037725734308,1.895,-1.177544479326355,-30.141235208458834,0.0,1
2833,198,3,10842.797287467476,10842.797179610188,121.0,8732.0,3.514054809761218e-09,3620.2597815390814,5352.691361025729,1.895,-4.064036980951048,35.214448095594705,0.0,1
2839,204,3,10843.231568771604,10843.231450251304,127.0,8838.0,7.114080636021179e-09,3636.2184375645734,5241.233956815921,1.895,-5.470657441008637,35.07015950212646,0.0,1
2840,205,3,10843.257603547412,10843.257493643789,109.0,8872.0,9.934104647358405e-09,3591.2186087750147,5847.367201572075,1.895,-0.017533825964444,-30.125304736086726,0.0,1
2841,206,3,10843.275174243428,10843.275061709852,73.0,8914.0,7.294952666078885e-09,3591.1832061830733,5951.7411421063525,1.895,2.234316815751194,30.006990603230243,0.0,1
2843,208,3,10843.328975517856,10843.328857387787,67.0,8964.0,2.248463460851807e-09,3594.214437768399,5992.450739355911,1.895,2.221181738686006,29.83058583768883,0.0,1
2844,209,3,10843.397375518323,10843.397268045694,97.0,9010.0,1.58727246302767e-08,3596.7792400835588,5692.733332054222,1.895,1.379197384717843,-32.11649182689572,0.0,1
2846,211,3,10843.43808552178,10843.43797254567,85.0,9064.0,9.826896891554336e-08,3608.938249460167,6043.430271593089,1.895,1.268654032378733,-29.56917553370113,0.0,1
2848,213,3,10843.567085294644,10843.566975898064,103.0,9115.0,9.028566733643413e-09,3591.1922639901045,5802.103567997946,1.895,-0.017530175677704003,-30.119033087181958,0.0,1
2851,216,3,10843.797291994646,10843.797179610188,121.0,9228.0,2.350468145158529e-09,3616.2073736761345,5387.805044050942,1.895,-4.059035975903059,35.171114918844545,0.0,1
2855,220,3,10844.079179261988,10844.079067537328,133.0,9271.0,1.435113915432147e-08,3642.8052471852134,5199.008599718182,1.895,-5.367396399600086,34.408194970141345,0.0,1
2858,223,3,10844.231568073625,10844.231450251304,127.0,9385.0,1.704500878649136e-09,3630.7499908353475,5276.289944344082,1.895,-5.467432709132221,35.04948705782209,0.0,1
2859,224,3,10844.257607090594,10844.257493643789,109.0,9425.0,1.879161299250954e-08,3591.2010336962076,5817.171019296145,1.895,-0.017593967390089,-30.228635223026934,0.0,1
2860,225,3,10844.275178186876,10844.275061709852,73.0,9481.0,2.41001819702308e-09,3593.407931140783,5981.619313559124,1.895,2.230986201998926,29.96226028799756,0.0,1
2862,227,3,10844.397379461652,10844.397268045694,97.0,9577.0,2.075407241236016e-09,3598.1568544112533,5660.653703868862,1.895,1.376370914589504,-32.050673615679806,0.0,1
2864,229,3,10844.438089465197,10844.43797254567,85.0,9629.0,9.542675796729989e-09,3608.938249460167,6043.430271593089,1.895,2.4817733938505,-29.478273509502685,0.0,1
2866,231,3,10844.567089250864,10844.566975898064,103.0,9685.0,1.649554728570436e-08,3591.1746758796394,5771.884995705506,1.895,-0.017572765427629002,-30.19220760127425,0.0,1
2867,232,3,10844.569709735324,10844.569601418032,115.0,9733.0,3.011709778763172e-09,3591.216984045693,5844.57571350658,1.895,-0.017596245055244,-30.232548531211105,0.0,1
2870,235,3,10844.797295459235,10844.797179610188,121.0,9809.0,7.629280879152473e-09,3612.1557305416904,5422.912100785036,1.895,-4.062573456076817,35.20176680825362,0.0,1
2874,239,3,10845.079182730167,10845.079067537328,133.0,9904.0,2.243223126015481e-08,3637.4438299727854,5233.378464551582,1.895,-5.375520915736581,34.460277938210815,0.0,1
2877,242,3,10845.2315580498,10845.231450251304,127.0,10020.0,6.2996983485698915e-09,3625.283734603019,5311.331889487681,1.895,-5.475599114071253,35.10183855795879,0.0,1
2879,244,3,10845.39737611306,10845.397268045694,97.0,10188.0,1.8157307485173463e-09,3600.178515991325,5628.617715272254,1.895,2.697156070580745,-32.038766773075835,0.0,1
