,Unnamed: 0,Unnamed: 0.1,type,rcvTime,sendTime,sender,messageID,RSSI,pos_0,pos_1,pos_2,spd_0,spd_1,spd_2,type_attack
1716,5331,244,3,10852.231559983991,10852.231450251304,127.0,14928.0,5.1415889000178475e-09,3599.1397427277857,5558.296115821895,1.895,-2.8956774272264783,35.34858515220084,0.0,1
1717,5334,247,3,10852.43808720458,10852.43797254567,85.0,15111.0,1.8696179867047353e-09,3608.938249460167,6043.430271593089,1.895,3.637843134465029,-29.36401660257989,0.0,1
1718,5336,249,3,10852.567088501102,10852.566975898064,103.0,15225.0,7.800443366870314e-09,3605.1144735588273,5530.686086968066,1.895,2.5341492941951262,-30.104516651659296,0.0,1
1719,5337,250,3,10852.569708501112,10852.569601418032,115.0,15290.0,9.872846980470781e-08,3599.026146726684,5603.012582063995,1.895,2.5362740949817253,-30.129758298122844,0.0,1
1720,5338,251,3,10852.599070903156,10852.598954017923,151.0,15351.0,1.2668122439097293e-08,3592.173268253189,5908.008573574726,1.895,-1.174368794415994,-30.05994820181386,0.0,1
1721,5344,257,3,10853.017919642716,10853.017807132144,139.0,15478.0,1.213549363251854e-07,3603.7023552118367,6055.6496450188815,1.895,-0.017418076295492,-29.92643233387528,0.0,1
1722,5345,258,3,10853.079184018128,10853.079067537328,133.0,15539.0,3.660805237285727e-09,3603.136333848043,5509.508277713752,1.895,-2.84241511257584,34.69839274916279,0.0,1
1723,5347,260,3,10853.196503932411,10853.196392976351,145.0,15674.0,3.069849715504357e-09,3591.2217579643,5852.777902412638,1.895,-0.017420984221318,-29.93142851927841,0.0,1
1724,5349,262,3,10853.231559792092,10853.231450251304,127.0,15727.0,2.131644565544549e-09,3596.242173706115,5593.667792353902,1.895,-2.901961929757393,35.42530235514772,0.0,1
1725,5350,263,3,10853.257606115503,10853.257493643789,109.0,15796.0,3.3774597067969703e-09,3603.850587041975,5545.700471787282,1.895,2.533181393367642,-30.093018439325675,0.0,1
1726,5352,265,3,10853.397383276497,10853.397268045694,97.0,15861.0,6.905150677050683e-09,3625.946941067661,5373.191965338067,1.895,3.946860985546577,-31.866082014927827,0.0,1
1727,5354,267,3,10853.4380803315,10853.43797254567,85.0,15906.0,8.114374142939769e-09,3608.938249460167,6043.430271593089,1.895,3.640145384569729,-29.38259995205344,0.0,1
1728,5355,268,3,10853.46573916992,10853.4656229306,157.0,15963.0,2.7716097882502514e-09,3636.318440349337,5240.592879641901,1.895,-5.54883169910941,35.57130287111494,0.0,1
1729,5357,270,3,10853.567094191932,10853.566975898064,103.0,16016.0,4.617038482684294e-09,3607.649005804361,5500.577021032372,1.895,2.536506294482529,-30.132516720385564,0.0,1
1730,5358,271,3,10853.599063157855,10853.598954017923,151.0,16142.0,1.432790170269411e-09,3591.2364142202323,5877.9591821365175,1.895,-0.017516721243127,-30.09591668521226,0.0,1
1731,5364,277,3,10854.017924462598,10854.017807132144,139.0,16277.0,4.163941504673024e-08,3603.7023552118367,6055.6496450188815,1.895,-0.017422865616626,-29.934660989629364,0.0,1
1732,5365,278,3,10854.0791758412,10854.079067537328,133.0,16329.0,4.069701998973432e-09,3600.294952281925,5544.19405358624,1.895,-2.847742721655955,34.763428806513446,0.0,1
1733,5367,280,3,10854.196508320065,10854.196392976351,145.0,16413.0,2.6807174131792228e-08,3591.204293388584,5822.771578260922,1.895,-0.017422527115706,-29.934079400040343,0.0,1
1734,5369,282,3,10854.231564178664,10854.231450251304,127.0,16465.0,4.3582466914661605e-09,3593.3444745692127,5629.041057249759,1.895,-2.897952610680234,35.376359142211314,0.0,1
1735,5370,283,3,10854.257610939929,10854.257493643789,109.0,16525.0,2.656974609793637e-09,3606.3842865124784,5515.601298832169,1.895,2.528236563641558,-30.034276158798665,0.0,1
1736,5372,285,3,10854.39737511352,10854.397268045694,97.0,16581.0,3.584997429840761e-09,3629.8936192978936,5341.32735884911,1.895,3.938835409879219,-31.80128529333245,0.0,1
1737,5375,288,3,10854.567085579913,10854.566975898064,103.0,16741.0,4.670995978053492e-09,3610.574199986368,5470.483685411531,1.895,3.710272152298275,-29.963174411793545,0.0,1
1738,5376,289,3,10854.569718579936,10854.569601418032,115.0,16797.0,5.43055956603347e-09,3604.097173241448,5542.771142262336,1.895,2.537157542252205,-30.140253241423004,0.0,1
1739,5377,290,3,10854.599067110248,10854.598954017923,151.0,16861.0,5.7118049874885e-08,3591.2189307827803,5847.920451163738,1.895,-0.017552749385119,-30.15781754136454,0.0,1
1740,5383,296,3,10855.017915244583,10855.017807132144,139.0,16969.0,6.582978800897205e-08,3603.7023552118367,6055.6496450188815,1.895,-0.017411826338858,-29.91569412713477,0.0,1
1741,5384,297,3,10855.0791794296,10855.079067537328,133.0,17025.0,1.7486505923568162e-08,3597.4545707943244,5578.867621137356,1.895,-2.847664298810942,34.7624714703859,0.0,1
1742,5386,299,3,10855.196498477584,10855.196392976351,145.0,17105.0,3.143046622e-06,3591.1868081667803,5792.729781549333,1.895,-0.017452208859298,-29.98507634574792,0.0,1
1743,5388,301,3,10855.231559429632,10855.231450251304,127.0,17157.0,1.1566860157594161e-08,3591.309505195943,5664.457555642581,1.895,-1.481808859167534,35.49048243005181,0.0,1
1744,5389,302,3,10855.257606628917,10855.257493643789,109.0,17208.0,7.571340723469822e-09,3608.921391207811,5485.461673387612,1.895,2.540271190467952,-30.17724193611334,0.0,1
1745,5391,304,3,10855.397377814612,10855.397268045694,97.0,17272.0,2.99439505731631e-09,3634.141083871011,5309.532319501195,1.895,4.99202573917273,-31.71070895678899,0.0,1
1746,5393,306,3,10855.438087844908,10855.43797254567,85.0,17316.0,3.6057489740298867e-09,3608.938249460167,6043.430271593089,1.895,4.588198901061453,-29.146171292766624,0.0,1
1747,5394,307,3,10855.465732871917,10855.4656229306,157.0,17372.0,2.332504999064113e-09,3625.239922396205,5311.61275172365,1.895,-5.548432244436269,35.56874212967945,0.0,1
1748,5396,309,3,10855.567087893793,10855.566975898064,103.0,17432.0,6.25407289592037e-09,3614.2898554283584,5440.477036979157,1.895,3.713421891255062,-29.988610868700185,0.0,1
1749,5397,310,3,10855.569707893952,10855.569601418032,115.0,17484.0,4.851093778720876e-09,3606.633153223294,5512.644877891641,1.895,2.532177441811458,-30.08109196111471,0.0,1
1750,5398,311,3,10855.599068989564,10855.598954017923,151.0,17544.0,1.5497609130000002e-06,3591.201443815948,5817.875656275873,1.895,-0.017506858517154,-30.07897128915021,0.0,1
1751,5404,317,3,10856.017917557618,10856.017807132144,139.0,17664.0,8.804638383762604e-08,3603.7023552118367,6055.6496450188815,1.895,1.28415154933274,-29.87617890286337,0.0,1
1752,5405,318,3,10856.079181311226,10856.079067537328,133.0,17724.0,1.288083042401656e-08,3594.614670157719,5613.535318765878,1.895,-2.8458618701396583,34.740468569521106,0.0,1
1753,5407,320,3,10856.196505579424,10856.196392976351,145.0,17792.0,1.95762966391124e-08,3591.169338485745,5762.714685820399,1.895,-0.017421562789644,-29.932422567324338,0.0,1
1754,5409,322,3,10856.23156102181,10856.231450251304,127.0,17843.0,6.158223000287034e-09,3589.829462783317,5699.905730294883,1.895,-1.479199645024283,35.427989708312154,0.0,1
1755,5410,323,3,10856.257601635847,10856.257493643789,109.0,17895.0,1.716477730790765e-09,3612.435267727553,5455.454195651134,1.895,3.708368875333945,-29.94780405150482,0.0,1
1756,5412,325,3,10856.397385833778,10856.397268045694,97.0,17955.0,2.0492099539108233e-09,3639.131471020372,5277.832019313775,1.895,4.995229091241839,-31.73105752276757,0.0,1
1757,5414,327,3,10856.43808285946,10856.43797254567,85.0,18011.0,2.4558814332883903e-09,3608.938249460167,6043.430271593089,1.895,4.59367571703261,-29.180962333843198,0.0,1
1758,5415,328,3,10856.465740865217,10856.4656229306,157.0,18063.0,4.664642207981578e-09,3620.8823092548937,5347.297224594565,1.895,-4.132394725567928,35.806760680568004,0.0,1
1759,5417,330,3,10856.567082887112,10856.566975898064,103.0,18119.0,4.0265129600507834e-09,3618.004180708947,5410.481130577674,1.895,3.715213421515048,-30.00307879218877,0.0,1
1760,5418,331,3,10856.569715887495,10856.569601418032,115.0,18175.0,3.734308408484256e-09,3609.1693867372464,5482.515601677266,1.895,2.532384673666252,-30.08355377933261,0.0,1
1761,5419,332,3,10856.599063887505,10856.598954017923,151.0,18231.0,4.7206797275644425e-08,3591.1839543273654,5787.826528704526,1.895,-0.017403491303635,-29.901373495427187,0.0,1
1762,5426,339,3,10857.196500849532,10857.196392976351,145.0,18483.0,1.230976419086316e-08,3591.759254235772,5732.728166759591,1.895,1.284538400697776,-29.885179118259416,0.0,1
1763,5428,341,3,10857.257603938437,10857.257493643789,109.0,18591.0,1.772677791752356e-09,3616.1512378443367,5425.445005988534,1.895,3.709061356650372,-29.9533963470833,0.0,1
1764,5432,345,3,10857.567085213575,10857.566975898064,103.0,18799.0,3.097995241464779e-09,3621.716776461276,5380.499191387964,1.895,3.703247007283132,-29.90644120281612,0.0,1
1765,5433,346,3,10857.569718213996,10857.569601418032,115.0,18859.0,5.9632378803392154e-09,3612.802568016246,5452.48797588076,1.895,3.703191139008175,-29.905990025436694,0.0,1
1766,5434,347,3,10857.599066214225,10857.598954017923,151.0,18919.0,4.755975971432818e-09,3591.166473416251,5757.792138296112,1.895,-0.017497982561192,-30.06372128731296,0.0,1
1767,5440,353,3,10858.017915653369,10858.017807132144,139.0,19027.0,2.0778231796798312e-08,3603.7023552118367,6055.6496450188815,1.895,1.284065170362281,-29.874169269673096,0.0,1
1768,5441,354,3,10858.079178654752,10858.079067537328,133.0,19083.0,2.805669200595697e-09,3590.53619863588,5682.978853253402,1.895,-1.454318966593825,34.832077978380816,0.0,1
1769,5443,356,3,10858.196510677091,10858.196392976351,145.0,19159.0,7.697543171207013e-09,3593.0479970858105,5702.745169840332,1.895,1.282787287041398,-29.8444389229886,0.0,1
1770,5448,361,3,10858.56972029586,10858.569601418032,115.0,19507.0,1.294866993092213e-09,3616.518512150685,5422.47899604469,1.895,3.719754626234155,-30.039752357752945,0.0,1
1771,5449,362,3,10858.5990682966,10858.598954017923,151.0,19567.0,1.455272546462599e-09,3591.970797126175,5727.806556656336,1.895,1.2868064054526749,-29.93794494316402,0.0,1
1772,5455,368,3,10859.017918171054,10859.017807132144,139.0,19707.0,1.2483028003017632e-08,3603.7023552118367,6055.6496450188815,1.895,2.508350620948912,-29.7980403954452,0.0,1
1773,5456,369,3,10859.079181171832,10859.079067537328,133.0,19767.0,1.674610655115429e-08,3589.0850302264253,5717.735472921466,1.895,-1.453423343634211,34.81062710730965,0.0,1
1774,5458,371,3,10859.196500474824,10859.196392976351,145.0,19839.0,3.086985333810536e-09,3594.336655868065,5672.764128783786,1.895,1.285197669331895,-29.90051720484911,0.0,1
1775,5460,373,3,10859.231561171797,10859.231450251304,127.0,19895.0,5.4738107183708765e-09,3587.68532531372,5806.302778574255,1.895,-0.034458438948981,35.51604795952328,0.0,1
1776,5461,374,3,10859.257610120872,10859.257493643789,109.0,19943.0,2.1691333552612543e-09,3623.57834133559,5365.465686912189,1.895,3.705506081282046,-29.924684885613523,0.0,1
1777,5464,377,3,10859.465736383556,10859.4656229306,157.0,20094.0,4.4311524916582135e-09,3608.523257675488,5454.387091737399,1.895,-4.126259432686095,35.75359902043768,0.0,1
1778,5466,379,3,10859.569717403772,10859.569601418032,115.0,20196.0,1.806253719064101e-09,3620.235821713261,5392.458989372925,1.895,3.714858912899105,-30.000215874576813,0.0,1
1779,5467,380,3,10859.599065405147,10859.598954017923,151.0,20251.0,2.780697497311205e-09,3593.259634004711,5697.821372135287,1.895,1.285490571385468,-29.90733166085268,0.0,1
1780,5473,386,3,10860.01791571395,10860.017807132144,139.0,20360.0,1.443160727197664e-09,3603.7023552118367,6055.6496450188815,1.895,2.510954462025761,-29.82897281810703,0.0,1
1781,5474,387,3,10860.079183806612,10860.079067537328,133.0,20402.0,3.328807350546688e-09,3587.7375499137684,5752.475285032568,1.895,-0.735085830395364,34.80291009353128,0.0,1
1782,5476,389,3,10860.196503540905,10860.196392976351,145.0,20466.0,5.542339698099331e-09,3595.6767037279883,5642.802409269111,1.895,1.59781724631522,-29.904060081466938,0.0,1
1783,5478,391,3,10860.231558541596,10860.231450251304,127.0,20512.0,4.5682215477734865e-09,3587.650896612091,5841.788176507257,1.895,-0.03450685830849,35.56595342091205,0.0,1
1784,5481,394,3,10860.4657369367,10860.4656229306,157.0,20600.0,1.731982659047616e-09,3604.7244522103065,5490.121540561185,1.895,-2.9387121185023397,35.873925245225415,0.0,1
1785,5483,396,3,10860.569713280463,10860.569601418032,115.0,20684.0,1.427059019628e-09,3623.951417455305,5362.452823061492,1.895,3.724046307661967,-30.07441083935832,0.0,1
1786,5484,397,3,10860.599061282648,10860.598954017923,151.0,20722.0,1.22040292027742e-08,3594.5488224149885,5667.828009120678,1.895,1.2866157299711372,-29.933508819721247,0.0,1
1787,5490,403,3,10861.017925025815,10861.017807132144,139.0,20832.0,6.41235381321456e-09,3603.7023552118367,6055.6496450188815,1.895,2.515932536382511,-29.88811002946547,0.0,1
1788,5491,404,3,10861.079175027467,10861.079067537328,133.0,20878.0,1.4048876447064573e-08,3587.7037734235314,5787.288453700476,1.895,-0.033770040217464,34.80652068232956,0.0,1
1789,5494,407,3,10861.2315631947,10861.231450251304,127.0,20993.0,9.783295108954336e-09,3587.616470863761,5877.270530497475,1.895,-0.034416588260954,35.47291277730311,0.0,1
1790,5497,410,3,10861.465737019898,10861.4656229306,157.0,21087.0,2.168031850531221e-09,3601.790769789219,5525.934066464887,1.895,-2.934860900464448,35.82691202908745,0.0,1
1791,5499,412,3,10861.599072085404,10861.598954017923,151.0,21212.0,9.819226501830467e-09,3596.0937229056926,5637.84841511888,1.895,2.5144146878654583,-29.870078694014214,0.0,1
1792,5505,418,3,10862.07917326504,10862.079067537328,133.0,21407.0,1.5702405546876152e-08,3587.670026583012,5822.071062633308,1.895,-0.033810041154639,34.847749340576065,0.0,1
1793,5508,421,3,10862.231566265322,10862.231450251304,127.0,21532.0,2.275727034414044e-09,3588.8359710390832,5912.734761410342,1.895,1.511292856793602,35.49620329126699,0.0,1
1794,5517,430,3,10863.079184758642,10863.079067537328,133.0,21953.0,3.324621122988979e-09,3587.636278427049,5856.855027382451,1.895,-0.033735106531993,34.770514801435326,0.0,1
1795,5520,433,3,10863.231560788936,10863.231450251304,127.0,22066.0,9.078201359626932e-09,3590.9150389313736,5948.139642021353,1.895,2.634285994119772,35.378597392554944,0.0,1
1796,5526,4,3,10800.392893353212,10800.392784793165,13.0,38.0,1.0209057475299273e-08,3597.1520859538705,5542.199221013564,1.895,-3.178365760312756,38.7989694164331,0.0,1
1797,5528,6,3,10800.437698378611,10800.437587209975,7.0,71.0,1.1370117290000002e-06,3609.398493800021,5446.803263828545,1.895,-3.534057725650672,30.622234229193285,0.0,1
1798,5529,7,3,10800.45625801438,10800.456150335958,31.0,104.0,8.599840898727814e-09,3596.8058614714364,5692.1134167356,1.895,1.2824674250276291,-29.864002810956773,0.0,1
1799,5531,9,3,10800.582131523584,10800.58201979124,25.0,137.0,1.4041973938079762e-08,3597.77049261071,5764.800892637684,1.895,-0.020161171020262,-34.568847861282705,0.0,1
1800,5536,14,3,10800.902716705688,10800.90259847138,37.0,228.0,1.567296582470932e-09,3592.54759142036,6044.106465394882,1.895,4.097280715384571,38.74899052793157,0.0,1
1801,5542,20,3,10801.437693838972,10801.437587209975,7.0,284.0,3.1485635664945534e-08,3605.873369762498,5477.348088600482,1.895,-3.533871393396689,30.620619680001727,0.0,1
1802,5543,21,3,10801.45626607162,10801.456150335958,31.0,317.0,5.218589043157237e-09,3598.0910889609227,5662.1851420599705,1.895,1.282719421597081,-29.869870894753344,0.0,1
1803,5545,23,3,10801.582126551584,10801.58201979124,25.0,350.0,2.613705844866311e-09,3598.458786986237,5730.5230103800095,1.895,1.459861591293167,-34.0257489797638,0.0,1
1804,5547,25,3,10801.670755928952,10801.6706378737,43.0,381.0,1.4141050186460612e-08,3825.196108698625,5265.1973348684,1.895,3.057783376452038,-2.201411928443721,0.0,1
1805,5555,33,3,10802.392895558363,10802.392784793165,13.0,439.0,2.6530552039157072e-09,3590.8061736716168,5619.665087161795,1.895,-3.174213872618352,38.74828646303853,0.0,1
1806,5557,35,3,10802.456259410332,10802.456150335958,31.0,493.0,3.574667852318544e-09,3599.8680687225988,5632.305432029379,1.895,2.507947203533661,-29.791207268132045,0.0,1
1807,5559,37,3,10802.582132864232,10802.58201979124,25.0,521.0,8.513672098648009e-09,3599.907312274775,5696.761482470395,1.895,1.439896144434641,-33.56040398601323,0.0,1
1808,5561,39,3,10802.670746905813,10802.6706378737,43.0,549.0,4.8849890945156604e-09,3829.366736220141,5262.327980580308,1.895,5.060284391720792,-3.481430226852285,0.0,1
1809,5569,47,3,10803.39290006282,10803.392784793165,13.0,603.0,2.461645338140945e-09,3588.263021778535,5658.4090838301045,1.895,-1.620634026797085,38.77583958314621,0.0,1
1810,5571,49,3,10803.437705086597,10803.437587209975,7.0,631.0,6.846323673429448e-09,3600.748307296057,5538.659784412973,1.895,-2.513008561419944,30.677207442506138,0.0,1
1811,5572,50,3,10803.456263510476,10803.456150335958,31.0,659.0,4.093449580251969e-09,3602.3790971430108,5602.477623842976,1.895,2.512383221802747,-29.84390149528553,0.0,1
1812,5574,52,3,10803.582136941195,10803.58201979124,25.0,689.0,6.293191101975661e-09,3601.336889391266,5663.441589404483,1.895,1.423817363474826,-33.1856475240909,0.0,1
1813,5576,54,3,10803.670745623613,10803.6706378737,43.0,717.0,6.994830318425962e-09,3835.37483477866,5258.194462716815,1.895,6.940681231823946,-4.775126369369575,0.0,1
1814,5584,62,3,10804.392902211068,10804.392784793165,13.0,765.0,4.0893928319210865e-09,3586.64159530315,5697.203883806994,1.895,-1.621225568545202,38.789993011627246,0.0,1
1815,5586,64,3,10804.437694234955,10804.437587209975,7.0,793.0,1.1805348245368442e-08,3598.236828631525,5569.318315848973,1.895,-2.512295645406398,30.66850461802221,0.0,1
1816,5587,65,3,10804.456265268216,10804.456150335958,31.0,817.0,1.033818483728173e-08,3604.890320762444,5572.647496941699,1.895,2.512135442474528,-29.84095819356318,0.0,1
1817,5598,76,3,10805.437696420724,10805.437587209975,7.0,931.0,8.400008718459752e-09,3595.7246189006128,5599.985771677571,1.895,-2.5100904557897943,30.64158506814197,0.0,1
1818,5599,77,3,10805.456267421356,10805.456150335958,31.0,957.0,2.2931373080668723e-09,3607.4017884206087,5542.81447117219,1.895,2.509995247896261,-29.815535417470507,0.0,1
1819,5601,79,3,10805.582127813554,10805.58201979124,25.0,985.0,1.014079665814469e-08,3606.059551231734,5598.052714148646,1.895,2.725295613140606,-32.370807777026926,0.0,1
1820,5603,81,3,10805.670755345014,10805.6706378737,43.0,1009.0,1.070398243195425e-08,3853.587314058384,5247.215126140976,1.895,12.062131188983306,-4.818241963705452,0.0,1
1821,5611,89,3,10806.39290299408,10806.392784793165,13.0,1079.0,1.540647800295388e-09,3584.4157817031723,5774.86769348827,1.895,-0.037707722490183,38.905667826790285,0.0,1
1822,5613,91,3,10806.43769501855,10806.437587209975,7.0,1112.0,1.2707459676354151e-09,3593.2135577479044,5630.639206395232,1.895,-2.514574139833162,30.6963190263213,0.0,1
1823,5615,93,3,10806.58212639488,10806.58201979124,25.0,1170.0,3.832258984608075e-09,3608.768657155875,5565.874205991551,1.895,2.698335529628585,-32.05057841298574,0.0,1
1824,5617,95,3,10806.6707552522,10806.6706378737,43.0,1203.0,2.8787125455968873e-09,3867.449926904923,5248.558915387941,1.895,14.732941314090075,2.0823717512100712,0.0,1
1825,5626,7,3,10842.189198901531,10842.189088077565,91.0,8316.0,7.187940227596558e-09,3600.6079120456907,5623.517038975048,1.895,3.2218157255542152,-38.27105288516327,0.0,1
1826,5630,11,3,10842.438082120036,10842.43797254567,85.0,8580.0,4.420810638952615e-09,3608.938249460167,6043.430271593089,1.895,1.264601717987712,-29.474726146806752,0.0,1
1827,5632,13,3,10842.56970955652,10842.569601418032,115.0,8664.0,1.500109986562759e-09,3592.057204480447,5905.037725734308,1.895,-1.177544479326355,-30.141235208458838,0.0,1
1828,5635,16,3,10842.797287073348,10842.797179610188,121.0,8732.0,1.500804303506815e-09,3620.259781539082,5352.691361025729,1.895,-4.064036980951048,35.214448095594705,0.0,1
1829,5640,21,3,10843.189206631843,10843.189088077565,91.0,8788.0,1.548893650176439e-08,3603.829971745316,5585.243087989743,1.895,3.218399650838177,-38.23047428376151,0.0,1
1830,5642,23,3,10843.25760468666,10843.257493643789,109.0,8872.0,1.6366109770979911e-09,3591.2186087750147,5847.367201572075,1.895,-0.017533825964444,-30.12530473608673,0.0,1
1831,5644,25,3,10843.397376633364,10843.397268045694,97.0,9010.0,3.078258856988445e-09,3596.7792400835588,5692.733332054222,1.895,1.379197384717843,-32.11649182689572,0.0,1
1832,5646,27,3,10843.43808661195,10843.43797254567,85.0,9064.0,5.9065319597105835e-09,3608.938249460167,6043.430271593089,1.895,1.268654032378733,-29.56917553370113,0.0,1
1833,5653,34,3,10844.07917831968,10844.079067537328,133.0,9271.0,3.6269174928210204e-09,3642.805247185213,5199.008599718182,1.895,-5.367396399600086,34.408194970141345,0.0,1
1834,5655,36,3,10844.189206180108,10844.189088077565,91.0,9325.0,1.2242946177772033e-08,3607.052415656885,5546.964573057617,1.895,3.217444099523589,-38.219123555473416,0.0,1
1835,5657,38,3,10844.257607983927,10844.257493643789,109.0,9425.0,2.238465407827467e-09,3591.201033696208,5817.171019296145,1.895,-0.017593967390089,-30.22863522302693,0.0,1
1836,5660,41,3,10844.43809030936,10844.43797254567,85.0,9629.0,1.4047669298239813e-08,3608.938249460167,6043.430271593089,1.895,2.4817733938505,-29.478273509502685,0.0,1
1837,5662,43,3,10844.56971055483,10844.569601418032,115.0,9733.0,2.51178983364861e-09,3591.216984045693,5844.57571350658,1.895,-0.017596245055244,-30.232548531211105,0.0,1
1838,5665,46,3,10844.797295555703,10844.797179610188,121.0,9809.0,6.5015272434297945e-09,3612.1557305416895,5422.912100785036,1.895,-4.062573456076817,35.20176680825362,0.0,1
1839,5669,50,3,10845.079182033938,10845.079067537328,133.0,9904.0,2.931868595419541e-08,3637.443829972786,5233.378464551582,1.895,-5.375520915736581,34.460277938210815,0.0,1
1840,5671,52,3,10845.18919640228,10845.189088077565,91.0,9960.0,7.958307637610514e-09,3610.2721514314494,5508.718227331722,1.895,3.226530941996178,-38.32706362982916,0.0,1
1841,5674,55,3,10845.397376735938,10845.397268045694,97.0,10188.0,4.0706626309824615e-09,3600.178515991325,5628.617715272254,1.895,2.697156070580745,-32.038766773075835,0.0,1
1842,5676,57,3,10845.43808671514,10845.43797254567,85.0,10244.0,8.079156176923425e-09,3608.938249460167,6043.430271593089,1.895,2.4807591397223963,-29.466226293350225,0.0,1
1843,5680,61,3,10845.79728613982,10845.797179610188,121.0,10442.0,2.0349581535032782e-09,3608.10491886438,5458.01195303152,1.895,-4.056224529046409,35.14675403092917,0.0,1
1844,5684,65,3,10846.079185622668,10846.079067537328,133.0,10548.0,3.270421966393797e-09,3632.082872485146,5267.745382276368,1.895,-5.368586328743289,34.41582312184577,0.0,1
1845,5686,67,3,10846.18920422581,10846.189088077565,91.0,10610.0,9.154554480458748e-09,3613.895615803799,5470.491698126457,1.895,4.711986631293664,-38.043537128845216,0.0,1
1846,5688,69,3,10846.25760096962,10846.257493643789,109.0,10773.0,6.815944942916436e-09,3591.1658776202275,5756.768486253803,1.895,-0.017532733762252,-30.123428196195544,0.0,1
1847,5690,71,3,10846.397379844027,10846.397268045694,97.0,10887.0,2.5115827074021212e-08,3602.870225798269,5596.643643150122,1.895,2.687913328524702,-31.9289748109361,0.0,1
1848,5692,73,3,10846.438089823409,10846.43797254567,85.0,10935.0,5.884453408180857e-09,3608.938249460167,6043.430271593089,1.895,2.477753596047241,-29.430526725162167,0.0,1
1849,5694,75,3,10846.567089609676,10846.566975898064,103.0,10987.0,1.5030201530030202e-09,3592.6717396007107,5711.498915412042,1.895,1.29327165307797,-30.08836090831403,0.0,1
1850,5695,76,3,10846.569710093863,10846.569601418032,115.0,11047.0,4.617135816923178e-09,3591.1817903421684,5784.108531637921,1.895,-0.017586294569409,-30.21545235799532,0.0,1
1851,5701,82,3,10847.01791949708,10847.017807132144,139.0,11184.0,1.5485802739033741e-09,3603.7023552118367,6055.6496450188815,1.895,-1.981541539217816,-29.850590672651627,0.0,1
1852,5702,83,3,10847.079181582118,10847.079067537328,133.0,11233.0,9.104264550668124e-09,3626.7221343674287,5302.11089370982,1.895,-5.359067990181841,34.354804925188546,0.0,1
1853,5704,85,3,10847.18920147286,10847.189088077565,91.0,11303.0,3.797997175617032e-08,3618.615890690324,5432.381243459381,1.895,4.71864909522558,-38.09732838798845,0.0,1
1854,5706,87,3,10847.257610778748,10847.257493643789,109.0,11462.0,1.2527014793203962e-08,3592.0238236513,5726.5728783167015,1.895,1.29283091738603,-30.07810705752197,0.0,1
1855,5708,89,3,10847.397380756283,10847.397268045694,97.0,11576.0,6.621259121401997e-09,3605.562888533485,5564.658251458085,1.895,2.688779778682116,-31.9392671313608,0.0,1
1856,5710,91,3,10847.438090735975,10847.43797254567,85.0,11637.0,2.028144747795876e-09,3608.938249460167,6043.430271593089,1.895,2.483208856085006,-29.495323796392768,0.0,1
1857,5712,93,3,10847.56708466702,10847.566975898064,103.0,11694.0,5.6358126621029145e-09,3593.969271330347,5681.311442518463,1.895,1.295785361219588,-30.1468430977312,0.0,1
1858,5713,94,3,10847.569718151331,10847.569601418032,115.0,11747.0,8.312906409616267e-09,3591.164192538015,5753.873304377042,1.895,-0.017597895800006,-30.235384722315352,0.0,1
1859,5716,97,3,10847.7972901517,10847.797179610188,121.0,11873.0,6.3922445785990124e-09,3601.589185547078,5528.39487846061,1.895,-2.894001582760035,35.32812751063451,0.0,1
1860,5720,101,3,10848.079176644129,10848.079067537328,133.0,11977.0,3.597523170963885e-08,3622.117477844828,5336.594620163701,1.895,-3.9880414655718512,34.55595503945775,0.0,1
1861,5722,103,3,10848.189202675288,10848.189088077565,91.0,12049.0,2.920226051138114e-07,3623.331709062785,5394.306769700464,1.895,4.7161199612865765,-38.07690872035331,0.0,1
1862,5724,105,3,10848.25760528848,10848.257493643789,109.0,12185.0,8.05586414144551e-09,3593.3229092352803,5696.34925452613,1.895,1.297253232705203,-30.18099357726334,0.0,1
1863,5726,107,3,10848.397375266291,10848.397268045694,97.0,12245.0,4.5279974313503614e-08,3608.25576873638,5532.670276527987,1.895,2.690179678268339,-31.95589614921069,0.0,1
1864,5728,109,3,10848.438085246686,10848.43797254567,85.0,12301.0,1.495405402342642e-07,3608.938249460167,6043.430271593089,1.895,2.474772699959261,-29.395119918721768,0.0,1
1865,5730,111,3,10848.567092172652,10848.566975898064,103.0,12361.0,2.7640855042153984e-08,3595.2671405356123,5651.116118151067,1.895,1.293532651843079,-30.094433124481856,0.0,1
1866,5731,112,3,10848.569712656812,10848.569601418032,115.0,12413.0,1.5384310053989202e-08,3592.150078216557,5723.635527206632,1.895,1.297360915502606,-30.183498850438102,0.0,1
1867,5734,115,3,10848.797293687592,10848.797179610188,121.0,12545.0,8.519563197789879e-09,3598.7018451166023,5563.641690868107,1.895,-2.890278658896981,35.28268042808883,0.0,1
1868,5738,119,3,10849.079176663923,10849.079067537328,133.0,12649.0,7.967371338992517e-09,3618.128812098212,5371.155984531985,1.895,-3.992171964037415,34.59174536924107,0.0,1
1869,5740,121,3,10849.189202778964,10849.189088077565,91.0,12725.0,1.060087024302738e-07,3628.0502535062433,5356.210286247702,1.895,4.712403986277543,-38.04690676057814,0.0,1
